,runtime_ham10,runtime_ham2,runtime_ham4,runtime_ham6,runtime_ham8,runtime_ham9,RF_ham10_pred,RF_ham2_pred,RF_ham4_pred,RF_ham6_pred,RF_ham8_pred,RF_ham9_pred,1st_ham,1st_time,2nd_ham,2nd_time,3rd_ham,3rd_time
0,199.989,39.146,32.872,78.694,13.955,6.061,135.88533973663536,91.64634934333814,24.364567266228885,33.38839019449451,45.11028549494666,75.01880733979547,runtime_ham4,32.872,runtime_ham6,78.694,runtime_ham8,13.955
1,199.99400000000003,199.99400000000003,3.35,52.318000000000005,6.941,137.155,158.66496838742898,81.30200056240658,30.79176739211864,44.6825266454634,45.11028549494666,75.01880733979547,runtime_ham4,3.35,runtime_ham6,52.318000000000005,runtime_ham8,6.941
2,93.557,37.675,3.148,5.856,6.348,199.995,121.31662791123856,91.64634934333814,24.662801887189318,33.38839019449451,45.11028549494666,75.01880733979547,runtime_ham4,3.148,runtime_ham6,5.856,runtime_ham8,6.348
3,89.05799999999999,199.99400000000003,1.2329999999999999,16.879,5.059,58.525,106.28368279219092,91.64634934333814,23.39824142207304,33.38839019449451,45.11028549494666,75.01880733979547,runtime_ham4,1.2329999999999999,runtime_ham6,16.879,runtime_ham8,5.059
4,107.992,4.2139999999999995,1.406,17.433,5.926,1.641,128.50371402234967,91.64634934333814,23.39824142207304,33.38839019449451,45.11028549494666,75.01880733979547,runtime_ham4,1.406,runtime_ham6,17.433,runtime_ham8,5.926
5,199.989,195.308,7.619,7.284,25.045,114.473,135.88533973663536,91.64634934333814,23.39824142207304,33.38839019449451,45.11028549494666,75.01880733979547,runtime_ham4,7.619,runtime_ham6,7.284,runtime_ham8,25.045
6,97.865,199.993,12.802,199.989,199.99400000000003,199.993,126.02220568228367,101.26465239962681,30.89982438617945,100.89329567205944,45.11028549494666,83.4210077884546,runtime_ham4,12.802,runtime_ham8,199.99400000000003,runtime_ham9,199.993
7,95.40100000000001,25.539,12.061,61.418,2.149,11.763,114.46091680012744,91.64634934333814,24.662801887189318,33.38839019449451,45.11028549494666,75.01880733979547,runtime_ham4,12.061,runtime_ham6,61.418,runtime_ham8,2.149
8,178.357,35.217,37.229,87.068,42.62,199.995,158.7290904055208,101.26465239962681,43.81841498603067,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham4,37.229,runtime_ham8,42.62,runtime_ham9,199.995
9,142.714,199.99,8.759,199.989,3.2889999999999997,199.99599999999998,162.5353843340922,101.26465239962681,27.79738312607163,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham4,8.759,runtime_ham8,3.2889999999999997,runtime_ham9,199.99599999999998
10,186.674,199.995,56.391999999999996,174.45,3.483,199.99599999999998,179.75393956136492,101.26465239962681,36.76094469701944,100.89329567205944,45.11028549494666,83.4210077884546,runtime_ham4,56.391999999999996,runtime_ham8,3.483,runtime_ham9,199.99599999999998
11,75.221,126.525,22.165,199.982,22.066999999999997,4.175,104.78576334774648,91.64634934333814,22.526686471237348,33.38839019449451,45.11028549494666,75.01880733979547,runtime_ham4,22.165,runtime_ham6,199.982,runtime_ham8,22.066999999999997
12,199.99099999999999,108.209,25.315,199.981,35.103,175.02599999999998,179.75393956136492,101.26465239962681,52.8010288893624,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham8,35.103,runtime_ham4,25.315,runtime_ham9,175.02599999999998
13,168.88400000000001,54.977,85.333,13.059000000000001,31.055999999999997,36.356,169.11658261997297,101.26465239962681,60.79761698460048,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham8,31.055999999999997,runtime_ham4,85.333,runtime_ham9,36.356
14,152.303,199.99400000000003,30.866,158.68200000000002,15.294,7.521,173.86920261997298,101.26465239962681,46.33936762522332,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham8,15.294,runtime_ham4,30.866,runtime_ham9,7.521
15,183.977,7.348,199.995,199.99,180.21099999999998,45.742,176.11456456136494,101.26465239962681,50.390788900184916,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham8,180.21099999999998,runtime_ham4,199.995,runtime_ham9,45.742
16,96.79,3.2319999999999998,11.074000000000002,58.401,4.46,45.946999999999996,128.50371402234967,91.64634934333814,32.63527993469249,33.38839019449451,45.11028549494666,75.01880733979547,runtime_ham4,11.074000000000002,runtime_ham6,58.401,runtime_ham8,4.46
17,79.798,21.294,16.779,62.607,18.708,52.653,113.13939390330204,91.64634934333814,23.39824142207304,33.38839019449451,45.11028549494666,75.01880733979547,runtime_ham4,16.779,runtime_ham6,62.607,runtime_ham8,18.708
18,170.528,199.94400000000002,123.24600000000001,199.995,32.199,4.633,155.18110206441742,101.26465239962681,77.73217644110673,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham8,32.199,runtime_ham4,123.24600000000001,runtime_ham9,4.633
19,116.314,2.4819999999999998,2.818,114.556,22.235,194.798,156.16358433409223,101.26465239962681,25.781060128528633,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham4,2.818,runtime_ham8,22.235,runtime_ham9,194.798
20,162.589,199.99599999999998,19.357,199.989,57.972,149.756,141.8017183482992,101.26465239962681,38.62116454946746,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham4,19.357,runtime_ham8,57.972,runtime_ham9,149.756
21,150.639,199.99400000000003,15.767999999999999,40.299,13.917,193.081,173.86920261997298,101.26465239962681,36.76094469701944,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham4,15.767999999999999,runtime_ham8,13.917,runtime_ham9,193.081
22,191.454,199.993,4.754,32.251999999999995,20.651999999999997,58.196999999999996,186.75596825498315,111.60900118055838,39.87324816575417,100.89329567205944,45.11028549494666,83.4210077884546,runtime_ham4,4.754,runtime_ham8,20.651999999999997,runtime_ham9,58.196999999999996
23,86.499,194.519,17.849,199.99099999999999,17.667,16.348,107.54876538066824,81.30200056240658,30.311463788515038,44.6825266454634,45.11028549494666,75.01880733979547,runtime_ham4,17.849,runtime_ham6,199.99099999999999,runtime_ham8,17.667
24,98.285,2.967,97.426,87.78,7.167999999999999,199.99400000000003,133.90730160755479,81.30200056240658,44.93221854354452,44.6825266454634,45.11028549494666,75.01880733979547,runtime_ham6,87.78,runtime_ham4,97.426,runtime_ham8,7.167999999999999
25,102.585,8.089,1.29,13.300999999999998,17.945999999999998,6.6339999999999995,124.58957930012744,81.30200056240658,23.68281522220679,44.6825266454634,45.11028549494666,75.01880733979547,runtime_ham4,1.29,runtime_ham6,13.300999999999998,runtime_ham8,17.945999999999998
26,135.101,2.513,18.302,0.114,6.855,10.324000000000002,139.54174351231669,81.30200056240658,30.79176739211864,44.6825266454634,45.11028549494666,75.01880733979547,runtime_ham4,18.302,runtime_ham6,0.114,runtime_ham8,6.855
27,199.99,118.166,2.27,17.496,18.593,16.544,122.27117914466942,81.30200056240658,25.36449098159259,44.6825266454634,45.11028549494666,75.01880733979547,runtime_ham4,2.27,runtime_ham6,17.496,runtime_ham8,18.593
28,103.15799999999999,43.50899999999999,36.463,4.024,2.1390000000000002,185.041,87.74882438276468,81.30200056240658,23.68281522220679,44.6825266454634,45.11028549494666,75.01880733979547,runtime_ham4,36.463,runtime_ham6,4.024,runtime_ham8,2.1390000000000002
29,101.08,199.99400000000003,3.655,49.98,38.887,73.456,85.76531188276468,81.30200056240658,28.635859558667686,44.6825266454634,45.11028549494666,75.01880733979547,runtime_ham4,3.655,runtime_ham6,49.98,runtime_ham8,38.887
30,79.723,199.99599999999998,33.077,114.446,6.934,188.63400000000001,115.63489400627991,111.60900118055838,30.89982438617945,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham4,33.077,runtime_ham8,6.934,runtime_ham9,188.63400000000001
31,199.993,115.633,3.1489999999999996,199.981,14.067,21.9,181.99928568682668,101.26465239962681,39.0199111483131,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham4,3.1489999999999996,runtime_ham8,14.067,runtime_ham9,21.9
32,199.99,7.346,37.798,199.98,15.42,171.858,189.98647992164982,111.60900118055838,30.89982438617945,100.89329567205944,45.11028549494666,83.4210077884546,runtime_ham4,37.798,runtime_ham8,15.42,runtime_ham9,171.858
33,199.99200000000002,42.773,61.43899999999999,22.695,16.102999999999998,51.832,191.24583512821863,101.26465239962681,44.95917312117261,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham4,61.43899999999999,runtime_ham8,16.102999999999998,runtime_ham9,51.832
34,126.68799999999999,199.995,14.79,158.235,62.951,52.022,173.1075585073395,101.26465239962681,38.25812897640265,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham4,14.79,runtime_ham8,62.951,runtime_ham9,52.022
35,199.99200000000002,199.97099999999998,37.488,199.99400000000003,58.018,199.99599999999998,176.95268477875624,101.26465239962681,38.25812897640265,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham4,37.488,runtime_ham8,58.018,runtime_ham9,199.99599999999998
36,199.968,199.995,8.119,199.99400000000003,38.394,168.5,181.97352977875624,101.26465239962681,28.66333946324797,100.89329567205944,45.11028549494666,87.28701775205788,runtime_ham4,8.119,runtime_ham8,38.394,runtime_ham9,168.5
