num_of_nodes,num_of_edges,ratio_node_edge,bi_edge,ratio_bi_edge,min_out_degree,max_out_degree,avg_out_degree,min_in_degree,max_in_degree,avg_in_degree,num_of_odd_out_degree,ratio_of_odd_out_degree,num_of_even_out_degree,ratio_of_even_out_degree,num_of_odd_in_degree,ratio_of_odd_in_degree,num_of_even_in_degree,ratio_of_even_in_degree,num_of_odd_degree,ratio_of_odd_degree,num_of_even_degree,ratio_of_even_degree,out_degree_less_than_3,ratio_out_degree_less_than_3,in_degree_less_than_3,ratio_in_degree_less_than_3,degree_less_than_3,ratio_degree_less_than_3,dfs_1st_back_depth,sum_of_choices_along_path,depth_avg_DFS_backjump,depth_back_to_root,depth_back_to_any,depth_one_path,min_depth_bfs,max_depth_bfs,avg_depth_bfs,min_depth_beam,max_depth_beam,avg_depth_beam,runtime_ham10,runtime_ham2,runtime_ham4,runtime_ham6,runtime_ham8,runtime_ham9,Oracle_value,Oracle_name
180.0,656.0,0.2744,652.0,0.9939,2.0,4.0,3.6444,2.0,4.0,3.6444,52.0,0.2889,128.0,0.7111,54.0,0.3,126.0,0.7,8.0,0.0444,172.0,0.9556,6.0,0.0333,5.0,0.0278,0.0,0.0,5.0,18.0,88.0,2.0,2.0,3.0,9.0,26.0,17.5714,9.0,26.0,17.5714,158.81799999999998,199.995,59.035,199.993,22.346,29.936999999999998,22.346,ham8
378.0,2097.0,0.1803,2088.0,0.9957,2.0,6.0,5.5476,1.0,6.0,5.5476,9.0,0.0238,369.0,0.9762,9.0,0.0238,369.0,0.9762,18.0,0.0476,360.0,0.9524,3.0,0.0079,3.0,0.0079,0.0,0.0,8.0,43.0,181.8,3.0,3.0,23.0,10.0,26.0,25.3103,10.0,26.0,25.3103,44.261,199.993,199.99400000000003,33.854,199.986,142.061,33.854,ham6
168.0,600.0,0.28,580.0,0.9667,2.0,4.0,3.5714,2.0,4.0,3.5714,60.0,0.3571,108.0,0.6429,54.0,0.3214,114.0,0.6786,28.0,0.1667,140.0,0.8333,6.0,0.0357,9.0,0.0536,0.0,0.0,4.0,15.0,82.5556,2.0,2.0,13.0,10.0,24.0,16.0526,10.0,24.0,16.0526,199.99099999999999,8.217,26.736,39.183,6.145,44.21,6.145,ham8
180.0,636.0,0.28300000000000003,612.0,0.9623,1.0,4.0,3.5333,2.0,4.0,3.5333,68.0,0.3778,112.0,0.6222,70.0,0.3889,110.0,0.6111,36.0,0.2,144.0,0.8,8.0,0.0444,7.0,0.0389,0.0,0.0,3.0,11.0,88.9,2.0,2.0,3.0,9.0,26.0,17.7391,9.0,26.0,17.88,65.543,71.316,88.09700000000001,12.163,19.977999999999998,10.600999999999999,10.600999999999999,ham9
189.0,947.0,0.1996,886.0,0.9356,2.0,6.0,5.0106,2.0,6.0,5.0106,43.0,0.2275,146.0,0.7725,39.0,0.2063,150.0,0.7937,56.0,0.2963,133.0,0.7037,4.0,0.0212,7.0,0.037000000000000005,0.0,0.0,2.0,9.0,103.3077,2.0,2.0,2.0,1.0,19.0,14.0556,1.0,20.0,14.1795,50.251000000000005,91.37100000000001,199.995,0.405,2.806,57.62,0.405,ham6
345.0,1739.0,0.1984,1598.0,0.9189,1.0,6.0,5.0406,2.0,6.0,5.0406,117.0,0.3391,228.0,0.6609,115.0,0.3333,230.0,0.6667,164.0,0.4754,181.0,0.5246,5.0,0.0145,3.0,0.0087,0.0,0.0,1.0,9.0,155.75,2.0,2.0,9.0,2.0,38.0,19.5135,3.0,38.0,20.1928,66.25,20.634,199.995,2.5610000000000004,199.99099999999999,35.148,2.5610000000000004,ham6
345.0,1799.0,0.1918,1708.0,0.9494,2.0,6.0,5.2145,2.0,6.0,5.2145,69.0,0.2,276.0,0.8,69.0,0.2,276.0,0.8,112.0,0.3246,233.0,0.6754,5.0,0.0145,6.0,0.0174,0.0,0.0,3.0,16.0,129.6,2.0,2.0,124.0,2.0,38.0,18.9259,3.0,39.0,20.2841,137.30700000000002,11.347000000000001,199.99200000000002,41.731,199.993,2.411,2.411,ham9
192.0,674.0,0.2849,638.0,0.9466,2.0,4.0,3.5104,1.0,4.0,3.5104,68.0,0.3542,124.0,0.6458,62.0,0.3229,130.0,0.6771,56.0,0.2917,136.0,0.7083,13.0,0.0677,16.0,0.0833,0.0,0.0,3.0,11.0,108.8333,2.0,2.0,3.0,6.0,26.0,16.3913,6.0,26.0,16.3913,138.62,199.993,23.820999999999998,4.477,199.995,47.387,4.477,ham6
351.0,1869.0,0.1878,1790.0,0.9577,2.0,6.0,5.3248,2.0,6.0,5.3248,65.0,0.1852,286.0,0.8148,63.0,0.1795,288.0,0.8205,90.0,0.2564,261.0,0.7436,5.0,0.0142,5.0,0.0142,0.0,0.0,2.0,10.0,236.0769,2.0,2.0,11.0,2.0,27.0,20.6078,2.0,27.0,20.6415,199.988,25.691,199.988,97.305,199.99400000000003,59.23,25.691,ham2
378.0,2089.0,0.1809,2072.0,0.9919,2.0,6.0,5.5265,2.0,6.0,5.5265,17.0,0.045,361.0,0.955,17.0,0.045,361.0,0.955,30.0,0.0794,348.0,0.9206,3.0,0.0079,3.0,0.0079,0.0,0.0,13.0,72.0,181.8,2.0,2.0,23.0,11.0,26.0,25.1613,11.0,26.0,25.1613,14.048,199.993,199.995,199.987,199.954,0.353,0.353,ham9
168.0,614.0,0.2736,608.0,0.9902,2.0,4.0,3.6548,2.0,4.0,3.6548,48.0,0.2857,120.0,0.7143,46.0,0.2738,122.0,0.7262,12.0,0.0714,156.0,0.9286,5.0,0.0298,6.0,0.0357,0.0,0.0,4.0,17.0,78.5,2.0,2.0,13.0,11.0,24.0,17.9286,11.0,24.0,17.9286,192.03,27.345,5.837000000000001,23.066999999999997,1.268,3.5610000000000004,1.268,ham8
180.0,648.0,0.2778,636.0,0.9815,2.0,4.0,3.6,2.0,4.0,3.6,56.0,0.3111,124.0,0.6889,54.0,0.3,126.0,0.7,24.0,0.1333,156.0,0.8667,8.0,0.0444,9.0,0.05,0.0,0.0,2.0,8.0,86.4286,2.0,2.0,3.0,9.0,26.0,17.0833,9.0,26.0,17.0833,102.993,21.644000000000002,9.049,26.605,10.993,68.04899999999999,9.049,ham4
180.0,656.0,0.2744,652.0,0.9939,2.0,4.0,3.6444,2.0,4.0,3.6444,52.0,0.2889,128.0,0.7111,54.0,0.3,126.0,0.7,8.0,0.0444,172.0,0.9556,6.0,0.0333,5.0,0.0278,0.0,0.0,2.0,8.0,93.0,2.0,2.0,3.0,9.0,26.0,17.5455,9.0,26.0,17.5455,199.995,33.628,1.7369999999999999,16.148,10.673,24.576999999999998,1.7369999999999999,ham4
176.0,637.0,0.2763,626.0,0.9827,2.0,4.0,3.6193,2.0,4.0,3.6193,53.0,0.3011,123.0,0.6989,57.0,0.3239,119.0,0.6761,18.0,0.1023,158.0,0.8977,7.0,0.0398,5.0,0.0284,0.0,0.0,2.0,9.0,90.3333,2.0,2.0,17.0,9.0,24.0,16.8889,9.0,24.0,16.8889,82.243,199.99400000000003,20.191,139.32399999999998,12.902000000000001,48.938,12.902000000000001,ham8
192.0,680.0,0.2824,648.0,0.9529,2.0,4.0,3.5417,1.0,4.0,3.5417,64.0,0.3333,128.0,0.6667,66.0,0.3438,126.0,0.6563,50.0,0.2604,142.0,0.7396,12.0,0.0625,11.0,0.0573,0.0,0.0,6.0,22.0,91.4286,2.0,2.0,1.0,9.0,26.0,17.8095,4.0,26.0,15.1786,199.99,199.951,3.4010000000000002,65.119,25.881999999999998,199.99599999999998,3.4010000000000002,ham4
299.0,1434.0,0.2085,1256.0,0.8759,1.0,6.0,4.796,2.0,6.0,4.796,124.0,0.4147,175.0,0.5853,120.0,0.4013,179.0,0.5987,154.0,0.5151,145.0,0.4849,7.0,0.0234,7.0,0.0234,0.0,0.0,13.0,55.0,150.3571,2.0,2.0,5.0,3.0,26.0,18.0968,3.0,28.0,18.75,51.992,1.4380000000000002,199.995,56.031000000000006,199.993,2.705,1.4380000000000002,ham2
351.0,1941.0,0.1808,1932.0,0.9954,2.0,6.0,5.5299,2.0,6.0,5.5299,9.0,0.0256,342.0,0.9744,9.0,0.0256,342.0,0.9744,18.0,0.0513,333.0,0.9487,3.0,0.0085,3.0,0.0085,0.0,0.0,2.0,12.0,202.25,2.0,2.0,23.0,12.0,25.0,24.3929,12.0,25.0,24.3929,16.221,0.34600000000000003,199.97099999999998,0.319,199.96,12.475,0.319,ham6
180.0,630.0,0.2857,600.0,0.9524,1.0,4.0,3.5,1.0,4.0,3.5,62.0,0.3444,118.0,0.6556,56.0,0.3111,124.0,0.6889,44.0,0.2444,136.0,0.7556,14.0,0.0778,17.0,0.0944,0.0,0.0,5.0,17.0,75.5833,4.0,4.0,3.0,8.0,26.0,16.7222,5.0,26.0,15.5,45.396,51.648999999999994,3.924,83.93299999999999,9.791,12.965,3.924,ham4
168.0,618.0,0.2718,616.0,0.9968,2.0,4.0,3.6786,2.0,4.0,3.6786,44.0,0.2619,124.0,0.7381,46.0,0.2738,122.0,0.7262,4.0,0.0238,164.0,0.9762,5.0,0.0298,4.0,0.0238,0.0,0.0,4.0,16.0,80.8,2.0,2.0,13.0,11.0,24.0,17.9231,11.0,24.0,17.9231,199.989,72.417,3.097,23.388,7.191,6.04,3.097,ham4
180.0,658.0,0.2736,656.0,0.997,2.0,4.0,3.6556,2.0,4.0,3.6556,52.0,0.2889,128.0,0.7111,52.0,0.2889,128.0,0.7111,4.0,0.0222,176.0,0.9778,5.0,0.0278,5.0,0.0278,0.0,0.0,6.0,24.0,88.4,2.0,2.0,3.0,8.0,26.0,16.3438,8.0,26.0,16.3438,84.00299999999999,51.605,199.753,103.584,128.556,34.004,34.004,ham9
168.0,598.0,0.2809,578.0,0.9666,2.0,4.0,3.5595,2.0,4.0,3.5595,52.0,0.3095,116.0,0.6905,48.0,0.2857,120.0,0.7143,38.0,0.2262,130.0,0.7738,11.0,0.0655,13.0,0.0774,0.0,0.0,1.0,5.0,76.9091,2.0,2.0,12.0,3.0,24.0,14.9545,3.0,24.0,15.3,145.649,31.833000000000002,0.496,15.732000000000001,23.125,0.6579999999999999,0.496,ham4
276.0,1437.0,0.1921,1360.0,0.9464,2.0,6.0,5.2065,2.0,6.0,5.2065,71.0,0.2572,205.0,0.7428,67.0,0.2428,209.0,0.7572,100.0,0.3623,176.0,0.6377,3.0,0.0109,5.0,0.0181,0.0,0.0,1.0,6.0,140.1111,2.0,2.0,23.0,9.0,23.0,20.2333,9.0,23.0,20.2333,199.99,15.24,199.99200000000002,14.245,199.99400000000003,15.049000000000001,14.245,ham6
378.0,2097.0,0.1803,2088.0,0.9957,2.0,6.0,5.5476,2.0,6.0,5.5476,9.0,0.0238,369.0,0.9762,9.0,0.0238,369.0,0.9762,18.0,0.0476,360.0,0.9524,3.0,0.0079,3.0,0.0079,0.0,0.0,2.0,10.0,187.2,2.0,2.0,23.0,15.0,27.0,25.6429,15.0,27.0,25.6429,108.791,199.989,199.989,44.958,199.993,127.78399999999999,44.958,ham6
192.0,676.0,0.284,640.0,0.9467,1.0,4.0,3.5208,1.0,4.0,3.5208,70.0,0.3646,122.0,0.6354,74.0,0.3854,118.0,0.6146,50.0,0.2604,142.0,0.7396,11.0,0.0573,9.0,0.0469,0.0,0.0,3.0,12.0,88.4167,2.0,2.0,3.0,4.0,26.0,15.3548,4.0,26.0,15.3548,179.231,97.97200000000001,96.613,1.7630000000000001,2.7960000000000003,121.555,1.7630000000000001,ham6
192.0,678.0,0.2832,648.0,0.9558,1.0,4.0,3.5313,2.0,4.0,3.5313,62.0,0.3229,130.0,0.6771,64.0,0.3333,128.0,0.6667,48.0,0.25,144.0,0.75,14.0,0.0729,13.0,0.0677,0.0,0.0,3.0,11.0,93.0,2.0,2.0,15.0,10.0,26.0,17.2174,10.0,26.0,16.9545,142.222,199.993,51.998999999999995,26.767,18.948,196.613,18.948,ham8
180.0,656.0,0.2744,652.0,0.9939,2.0,4.0,3.6444,2.0,4.0,3.6444,54.0,0.3,126.0,0.7,52.0,0.2889,128.0,0.7111,8.0,0.0444,172.0,0.9556,5.0,0.0278,6.0,0.0333,0.0,0.0,5.0,19.0,89.6,2.0,2.0,3.0,9.0,26.0,16.9565,9.0,26.0,16.9565,184.65200000000002,155.815,83.178,15.602,6.098,7.774,6.098,ham8
190.0,1001.0,0.1898,976.0,0.975,2.0,6.0,5.2684,2.0,6.0,5.2684,23.0,0.1211,167.0,0.8789,21.0,0.1105,169.0,0.8895,40.0,0.2105,150.0,0.7895,4.0,0.0211,3.0,0.0158,0.0,0.0,4.0,22.0,108.2857,2.0,2.0,23.0,5.0,19.0,17.1905,5.0,19.0,17.1905,0.035,2.032,13.432,0.166,14.279000000000002,199.995,0.035,ham10
168.0,608.0,0.2763,598.0,0.9836,2.0,4.0,3.6189999999999998,2.0,4.0,3.6189999999999998,46.0,0.2738,122.0,0.7262,46.0,0.2738,122.0,0.7262,18.0,0.1071,150.0,0.8929,9.0,0.0536,9.0,0.0536,0.0,0.0,6.0,22.0,59.0,2.0,2.0,13.0,7.0,24.0,16.2105,7.0,24.0,16.2105,199.99400000000003,4.685,16.892,57.428000000000004,20.480999999999998,147.25,4.685,ham2
144.0,515.0,0.2796,502.0,0.9748,2.0,4.0,3.5764,1.0,4.0,3.5764,41.0,0.2847,103.0,0.7153,49.0,0.3403,95.0,0.6597,24.0,0.1667,120.0,0.8333,10.0,0.0694,6.0,0.0417,0.0,0.0,1.0,5.0,76.1,2.0,2.0,6.0,11.0,22.0,15.8667,11.0,22.0,15.8667,103.555,28.355999999999998,0.312,0.311,0.72,14.652000000000001,0.311,ham6
190.0,985.0,0.1929,948.0,0.9624,2.0,6.0,5.1842,2.0,6.0,5.1842,35.0,0.1842,155.0,0.8158,35.0,0.1842,155.0,0.8158,50.0,0.2632,140.0,0.7368,3.0,0.0158,3.0,0.0158,0.0,0.0,1.0,6.0,121.4,2.0,2.0,11.0,2.0,19.0,15.24,2.0,19.0,15.24,0.42200000000000004,199.993,2.477,60.321000000000005,4.688,48.211999999999996,0.42200000000000004,ham10
345.0,1739.0,0.1984,1596.0,0.9178,1.0,6.0,5.0406,2.0,6.0,5.0406,103.0,0.2986,242.0,0.7014,109.0,0.3159,236.0,0.6841,152.0,0.4406,193.0,0.5594,7.0,0.0203,6.0,0.0174,0.0,0.0,1.0,7.0,167.4706,2.0,2.0,20.0,4.0,38.0,18.2133,4.0,38.0,18.32,90.236,55.802,199.993,53.559,199.99400000000003,154.002,53.559,ham6
189.0,917.0,0.2061,832.0,0.9073,2.0,6.0,4.8519,2.0,6.0,4.8519,65.0,0.3439,124.0,0.6561,61.0,0.3228,128.0,0.6772,84.0,0.4444,105.0,0.5556,6.0,0.0317,6.0,0.0317,0.0,0.0,2.0,10.0,97.0,2.0,2.0,12.0,3.0,21.0,14.5349,3.0,21.0,14.561,61.608999999999995,55.256,199.995,90.508,199.99200000000002,1.344,1.344,ham9
192.0,674.0,0.2849,636.0,0.9436,2.0,4.0,3.5104,2.0,4.0,3.5104,70.0,0.3646,122.0,0.6354,74.0,0.3854,118.0,0.6146,64.0,0.3333,128.0,0.6667,12.0,0.0625,10.0,0.0521,0.0,0.0,1.0,5.0,102.6667,2.0,2.0,11.0,9.0,26.0,16.6786,9.0,26.0,16.7241,197.157,36.263000000000005,6.851,199.99200000000002,199.995,199.99599999999998,6.851,ham4
180.0,638.0,0.2821,616.0,0.9655,1.0,4.0,3.5444,2.0,4.0,3.5444,58.0,0.3222,122.0,0.6778,52.0,0.2889,128.0,0.7111,36.0,0.2,144.0,0.8,12.0,0.0667,15.0,0.0833,0.0,0.0,3.0,13.0,86.2,2.0,2.0,3.0,3.0,26.0,16.5,3.0,26.0,16.5,199.993,7.725,7.795,75.277,7.169,21.516,7.169,ham8
405.0,2124.0,0.1907,1988.0,0.9359999999999999,2.0,6.0,5.2444,1.0,6.0,5.2444,114.0,0.2815,291.0,0.7185,110.0,0.2716,295.0,0.7284,166.0,0.4099,239.0,0.5901,4.0,0.0099,5.0,0.0123,0.0,0.0,4.0,25.0,208.5385,2.0,2.0,47.0,3.0,33.0,16.4762,4.0,33.0,17.0769,62.248999999999995,199.99400000000003,199.993,199.987,199.99099999999999,199.99400000000003,62.248999999999995,ham10
231.0,1251.0,0.1847,1242.0,0.9928,2.0,6.0,5.4156,2.0,6.0,5.4156,9.0,0.039,222.0,0.961,9.0,0.039,222.0,0.961,18.0,0.0779,213.0,0.9221,3.0,0.013000000000000001,3.0,0.013000000000000001,0.0,0.0,3.0,16.0,134.3333,2.0,2.0,23.0,13.0,20.0,19.6522,13.0,20.0,19.6522,1.989,0.379,199.995,0.231,199.993,14.447000000000001,0.231,ham6
192.0,672.0,0.2857,634.0,0.9435,2.0,4.0,3.5,2.0,4.0,3.5,56.0,0.2917,136.0,0.7083,64.0,0.3333,128.0,0.6667,56.0,0.2917,136.0,0.7083,20.0,0.1042,16.0,0.0833,0.0,0.0,1.0,4.0,97.8571,2.0,2.0,6.0,11.0,26.0,17.6,11.0,26.0,17.6,180.33,9.732000000000001,34.29,52.583,9.306000000000001,43.158,9.306000000000001,ham8
190.0,993.0,0.1913,960.0,0.9668,2.0,6.0,5.2263,1.0,6.0,5.2263,29.0,0.1526,161.0,0.8474,25.0,0.1316,165.0,0.8684,44.0,0.2316,146.0,0.7684,3.0,0.0158,3.0,0.0158,0.0,0.0,1.0,6.0,105.6667,2.0,2.0,4.0,4.0,19.0,15.0,4.0,19.0,15.0,199.99200000000002,0.91,24.639,0.985,45.681999999999995,199.99599999999998,0.91,ham2
180.0,659.0,0.2731,658.0,0.9985,2.0,4.0,3.6611,2.0,4.0,3.6611,51.0,0.2833,129.0,0.7167,51.0,0.2833,129.0,0.7167,2.0,0.0111,178.0,0.9889,5.0,0.0278,5.0,0.0278,0.0,0.0,3.0,12.0,89.6,2.0,2.0,3.0,9.0,26.0,17.5909,9.0,26.0,17.5909,141.278,33.071,2.529,1.521,1.882,199.99400000000003,1.521,ham6
299.0,1407.0,0.2125,1204.0,0.8557,1.0,6.0,4.7057,1.0,6.0,4.7057,115.0,0.3846,184.0,0.6154,113.0,0.3779,186.0,0.6221,130.0,0.4348,169.0,0.5652,16.0,0.0535,15.0,0.0502,0.0,0.0,1.0,5.0,151.1111,2.0,2.0,3.0,2.0,27.0,18.1081,3.0,30.0,20.6111,97.359,62.591,199.99400000000003,36.913000000000004,199.99200000000002,40.177,36.913000000000004,ham6
300.0,1631.0,0.1839,1606.0,0.9847,2.0,6.0,5.4367,2.0,6.0,5.4367,25.0,0.0833,275.0,0.9167,25.0,0.0833,275.0,0.9167,44.0,0.1467,256.0,0.8533,3.0,0.01,3.0,0.01,0.0,0.0,10.0,58.0,183.0,2.0,2.0,33.0,20.0,23.0,22.8077,20.0,23.0,22.8077,0.524,3.0269999999999997,199.895,2.583,199.99400000000003,8.719,0.524,ham10
231.0,1227.0,0.1883,1194.0,0.9731,2.0,6.0,5.3117,2.0,6.0,5.3117,29.0,0.1255,202.0,0.8745,31.0,0.1342,200.0,0.8658,50.0,0.2165,181.0,0.7835,4.0,0.0173,3.0,0.013000000000000001,0.0,0.0,1.0,6.0,121.375,2.0,2.0,23.0,12.0,21.0,19.6818,12.0,21.0,19.6818,1.024,3.725,199.995,1.185,136.681,0.848,0.848,ham9
276.0,1453.0,0.19,1390.0,0.9566,1.0,6.0,5.2645,2.0,6.0,5.2645,49.0,0.1775,227.0,0.8225,49.0,0.1775,227.0,0.8225,78.0,0.2826,198.0,0.7174,3.0,0.0109,5.0,0.0181,0.0,0.0,4.0,16.0,141.0,2.0,2.0,15.0,4.0,23.0,19.2727,4.0,23.0,18.8824,8.126,2.033,199.99400000000003,1.232,199.993,14.452,1.232,ham6
180.0,636.0,0.28300000000000003,612.0,0.9623,1.0,4.0,3.5333,1.0,4.0,3.5333,66.0,0.3667,114.0,0.6333,56.0,0.3111,124.0,0.6889,38.0,0.2111,142.0,0.7889,9.0,0.05,14.0,0.0778,0.0,0.0,1.0,5.0,91.5,2.0,2.0,3.0,4.0,26.0,16.8333,6.0,26.0,16.68,87.736,39.466,11.219000000000001,199.99400000000003,131.578,148.335,11.219000000000001,ham4
351.0,1877.0,0.187,1806.0,0.9622,2.0,6.0,5.3476,2.0,6.0,5.3476,57.0,0.1624,294.0,0.8376,63.0,0.1795,288.0,0.8205,104.0,0.2963,247.0,0.7037,4.0,0.0114,4.0,0.0114,0.0,0.0,2.0,10.0,140.8889,2.0,2.0,4.0,3.0,27.0,22.3415,3.0,27.0,22.3902,132.385,21.769000000000002,199.99,80.71600000000001,199.986,1.5859999999999999,1.5859999999999999,ham9
299.0,1418.0,0.2109,1230.0,0.8674,1.0,6.0,4.7425,1.0,6.0,4.7425,126.0,0.4214,173.0,0.5786,112.0,0.3746,187.0,0.6254,148.0,0.495,151.0,0.505,8.0,0.0268,14.0,0.0468,0.0,0.0,1.0,5.0,153.8421,2.0,2.0,9.0,2.0,24.0,17.5846,3.0,26.0,19.303,41.816,50.299,199.993,3.841,199.99200000000002,84.943,3.841,ham6
192.0,652.0,0.2945,598.0,0.9172,1.0,4.0,3.3958,1.0,4.0,3.3958,76.0,0.3958,116.0,0.6042,72.0,0.375,120.0,0.625,76.0,0.3958,116.0,0.6042,20.0,0.1042,22.0,0.1146,0.0,0.0,6.0,17.0,74.5556,2.0,2.0,15.0,5.0,26.0,15.8571,5.0,26.0,16.1111,71.875,96.21,39.821,21.545,6.553,141.989,6.553,ham8
378.0,2017.0,0.1874,1934.0,0.9588,1.0,6.0,5.336,2.0,6.0,5.336,79.0,0.209,299.0,0.7909999999999999,73.0,0.1931,305.0,0.8069,114.0,0.3016,264.0,0.6984,3.0,0.0079,4.0,0.0106,0.0,0.0,9.0,49.0,204.0,2.0,2.0,4.0,3.0,27.0,22.7021,5.0,29.0,22.5957,199.988,199.993,199.99,199.986,199.985,199.995,199.985,ham8
180.0,659.0,0.2731,658.0,0.9985,2.0,4.0,3.6611,2.0,4.0,3.6611,51.0,0.2833,129.0,0.7167,49.0,0.2722,131.0,0.7278,2.0,0.0111,178.0,0.9889,5.0,0.0278,6.0,0.0333,0.0,0.0,2.0,9.0,89.6,2.0,2.0,3.0,9.0,26.0,17.5714,9.0,26.0,17.5714,176.519,15.575999999999999,23.726999999999997,6.397,24.375999999999998,1.2329999999999999,1.2329999999999999,ham9
345.0,1709.0,0.2019,1546.0,0.9046,2.0,6.0,4.9536,2.0,6.0,4.9536,115.0,0.3333,230.0,0.6667,125.0,0.3623,220.0,0.6377,138.0,0.4,207.0,0.6,8.0,0.0232,7.0,0.0203,0.0,0.0,1.0,6.0,178.8889,2.0,2.0,42.0,2.0,38.0,19.0308,2.0,38.0,19.6667,87.329,41.401,199.99400000000003,4.7410000000000005,199.993,6.622000000000001,4.7410000000000005,ham6
180.0,658.0,0.2736,656.0,0.997,2.0,4.0,3.6556,2.0,4.0,3.6556,52.0,0.2889,128.0,0.7111,52.0,0.2889,128.0,0.7111,4.0,0.0222,176.0,0.9778,5.0,0.0278,5.0,0.0278,0.0,0.0,4.0,16.0,89.6,2.0,2.0,3.0,6.0,26.0,16.7083,6.0,26.0,16.7083,153.197,124.625,2.352,27.471,71.211,25.201999999999998,2.352,ham4
180.0,648.0,0.2778,636.0,0.9815,2.0,4.0,3.6,2.0,4.0,3.6,58.0,0.3222,122.0,0.6778,60.0,0.3333,120.0,0.6667,20.0,0.1111,160.0,0.8889,7.0,0.0389,6.0,0.0333,0.0,0.0,1.0,5.0,86.4286,2.0,2.0,3.0,6.0,26.0,17.1739,6.0,26.0,17.1739,155.30200000000002,6.396,0.9359999999999999,19.542,2.569,57.626000000000005,0.9359999999999999,ham4
180.0,656.0,0.2744,652.0,0.9939,2.0,4.0,3.6444,2.0,4.0,3.6444,52.0,0.2889,128.0,0.7111,54.0,0.3,126.0,0.7,8.0,0.0444,172.0,0.9556,6.0,0.0333,5.0,0.0278,0.0,0.0,4.0,16.0,92.5,2.0,2.0,3.0,6.0,26.0,16.6087,6.0,26.0,16.6087,123.12799999999999,40.37,2.464,5.332000000000001,3.627,199.99599999999998,2.464,ham4
180.0,654.0,0.2752,648.0,0.9908,1.0,4.0,3.6333,2.0,4.0,3.6333,54.0,0.3,126.0,0.7,54.0,0.3,126.0,0.7,12.0,0.0667,168.0,0.9333,6.0,0.0333,6.0,0.0333,0.0,0.0,3.0,11.0,91.6667,2.0,2.0,3.0,9.0,26.0,17.3636,9.0,26.0,17.3636,141.515,199.99599999999998,7.99,199.99200000000002,23.653000000000002,28.925,7.99,ham4
189.0,917.0,0.2061,838.0,0.9138,1.0,6.0,4.8519,1.0,6.0,4.8519,51.0,0.2698,138.0,0.7302,67.0,0.3545,122.0,0.6455,80.0,0.4233,109.0,0.5767,7.0,0.037000000000000005,6.0,0.0317,0.0,0.0,3.0,15.0,99.8333,2.0,2.0,17.0,4.0,20.0,15.175,4.0,21.0,16.2647,35.297,17.66,199.99599999999998,199.99400000000003,0.6,199.99599999999998,0.6,ham8
299.0,1448.0,0.2065,1282.0,0.8854,2.0,6.0,4.8428,1.0,6.0,4.8428,98.0,0.3278,201.0,0.6722,108.0,0.3612,191.0,0.6388,126.0,0.4214,173.0,0.5786,5.0,0.0167,6.0,0.0201,0.0,0.0,3.0,15.0,129.9286,3.0,3.0,9.0,3.0,25.0,18.0164,3.0,25.0,17.7647,145.888,106.838,199.995,3.233,199.993,199.995,3.233,ham6
168.0,584.0,0.2877,548.0,0.9384,1.0,4.0,3.4762,1.0,4.0,3.4762,66.0,0.3929,102.0,0.6071,62.0,0.369,106.0,0.631,48.0,0.2857,120.0,0.7143,11.0,0.0655,13.0,0.0774,0.0,0.0,5.0,18.0,81.8889,2.0,2.0,9.0,7.0,24.0,16.5789,7.0,24.0,16.5789,196.084,100.82799999999999,2.448,43.101000000000006,16.934,47.81399999999999,2.448,ham4
245.0,1193.0,0.2054,1062.0,0.8902,2.0,6.0,4.8694,1.0,6.0,4.8694,85.0,0.3469,160.0,0.6531,75.0,0.3061,170.0,0.6939,112.0,0.4571,133.0,0.5429,7.0,0.0286,7.0,0.0286,0.0,0.0,3.0,18.0,128.8333,2.0,2.0,3.0,3.0,28.0,14.8636,3.0,28.0,14.9846,149.338,28.118000000000002,0.389,1.3259999999999998,199.972,5.711,0.389,ham4
378.0,2025.0,0.1867,1944.0,0.96,1.0,6.0,5.3571,2.0,6.0,5.3571,71.0,0.1878,307.0,0.8122,65.0,0.172,313.0,0.828,118.0,0.3122,260.0,0.6878,3.0,0.0079,3.0,0.0079,0.0,0.0,1.0,6.0,192.8333,2.0,2.0,21.0,10.0,27.0,24.3171,10.0,27.0,24.3171,199.988,15.534,199.959,199.988,199.98,199.995,15.534,ham2
231.0,1195.0,0.1933,1132.0,0.9473,2.0,6.0,5.1732,1.0,6.0,5.1732,51.0,0.2208,180.0,0.7792,53.0,0.2294,178.0,0.7706,74.0,0.3203,157.0,0.6797,3.0,0.013000000000000001,4.0,0.0173,0.0,0.0,1.0,6.0,130.0,2.0,2.0,20.0,6.0,21.0,18.25,6.0,21.0,18.25,199.99099999999999,4.165,199.995,14.155999999999999,16.517,2.735,2.735,ham9
192.0,712.0,0.2697,712.0,1.0,2.0,4.0,3.7083,2.0,4.0,3.7083,48.0,0.25,144.0,0.75,48.0,0.25,144.0,0.75,0.0,0.0,192.0,1.0,4.0,0.0208,4.0,0.0208,0.0,0.0,2.0,8.0,95.6,2.0,2.0,17.0,11.0,26.0,18.2941,11.0,26.0,18.2941,112.28399999999999,60.651,20.1,2.588,17.257,123.25299999999999,2.588,ham6
