,num_of_nodes,num_of_edges,ratio_node_edge,bi_edge,ratio_bi_edge,min_out_degree,max_out_degree,avg_out_degree,min_in_degree,max_in_degree,avg_in_degree,num_of_odd_out_degree,ratio_of_odd_out_degree,num_of_even_out_degree,ratio_of_even_out_degree,num_of_odd_in_degree,ratio_of_odd_in_degree,num_of_even_in_degree,ratio_of_even_in_degree,num_of_odd_degree,ratio_of_odd_degree,num_of_even_degree,ratio_of_even_degree,out_degree_less_than_3,ratio_out_degree_less_than_3,in_degree_less_than_3,ratio_in_degree_less_than_3,degree_less_than_3,ratio_degree_less_than_3,dfs_1st_back_depth,sum_of_choices_along_path,depth_avg_DFS_backjump,depth_back_to_root,depth_back_to_any,depth_one_path,min_depth_bfs,max_depth_bfs,avg_depth_bfs,min_depth_beam,max_depth_beam,avg_depth_beam,runtime_ham10,runtime_ham2,runtime_ham4,runtime_ham6,runtime_ham8,runtime_ham9,Oracle_value,Oracle_name,DT_ham10_pred,RF_ham10_pred,kNN_ham10_pred,DT_ham2_pred,RF_ham2_pred,kNN_ham2_pred,DT_ham4_pred,RF_ham4_pred,kNN_ham4_pred,DT_ham6_pred,RF_ham6_pred,kNN_ham6_pred,DT_ham8_pred,RF_ham8_pred,kNN_ham8_pred,DT_ham9_pred,RF_ham9_pred,kNN_ham9_pred
87,189.0,877.0,0.2155,764.0,0.8712,1.0,6.0,4.6402,1.0,6.0,4.6402,87.0,0.4603,102.0,0.5397,67.0,0.3545,122.0,0.6455,102.0,0.5397,87.0,0.4603,9.0,0.0476,9.0,0.0476,0.0,0.0,2.0,10.0,93.6,3.0,3.0,4.0,2.0,21.0,14.3469,2.0,21.0,15.0,53.628,67.009,199.995,8.58,199.99400000000003,8.383,8.383,ham9,77.78176470588237,72.06138385836385,78.40627272727274,92.0560555555555,92.46084944821956,48.016999999999996,139.64535483870966,167.47543179906785,114.00771428571429,54.93195652173913,64.18898671543857,26.299124999999997,148.32484615384618,170.36034506060608,132.09500000000003,62.60126315789473,69.56597938363115,70.11586206896553
88,189.0,877.0,0.2155,766.0,0.8734,2.0,6.0,4.6402,2.0,6.0,4.6402,69.0,0.3651,120.0,0.6349,71.0,0.3757,118.0,0.6243,78.0,0.4127,111.0,0.5873,10.0,0.0529,7.0,0.037000000000000005,0.0,0.0,2.0,12.0,88.1667,2.0,2.0,4.0,4.0,20.0,15.1,4.0,21.0,15.0204,47.925,1.1640000000000001,199.995,0.6459999999999999,199.97299999999998,0.22699999999999998,0.22699999999999998,ham9,77.78176470588237,76.90622727550227,78.40627272727274,92.0560555555555,92.46084944821956,48.8995,139.64535483870966,119.11659982682036,113.11821428571429,54.93195652173913,53.07342812229469,19.67325,148.32484615384618,141.36455917282544,125.181,62.60126315789473,69.56597938363115,64.248
89,189.0,867.0,0.218,746.0,0.8604,1.0,6.0,4.5873,2.0,6.0,4.5873,83.0,0.4392,106.0,0.5608,83.0,0.4392,106.0,0.5608,88.0,0.4656,101.0,0.5344,10.0,0.0529,7.0,0.037000000000000005,0.0,0.0,1.0,6.0,89.0,2.0,2.0,14.0,3.0,19.0,14.2292,3.0,20.0,14.1702,97.383,13.112,199.995,62.268,199.993,0.12300000000000001,0.12300000000000001,ham9,77.78176470588237,95.08076187301587,77.2391818181818,92.0560555555555,92.46084944821956,48.016999999999996,139.64535483870966,199.99534746031745,114.00771428571429,54.93195652173913,64.18898671543857,26.299124999999997,148.32484615384618,170.36034506060608,132.095,62.60126315789473,69.56597938363115,70.11586206896553
90,189.0,867.0,0.218,748.0,0.8627,1.0,6.0,4.5873,1.0,6.0,4.5873,65.0,0.3439,124.0,0.6561,75.0,0.3968,114.0,0.6032,76.0,0.4021,113.0,0.5979,14.0,0.0741,7.0,0.037000000000000005,0.0,0.0,1.0,5.0,106.4667,2.0,2.0,6.0,3.0,21.0,14.4222,3.0,22.0,15.6222,199.99099999999999,15.517999999999999,199.995,15.427999999999999,199.947,64.689,15.427999999999999,ham6,77.78176470588237,123.65205359920635,77.2391818181818,92.0560555555555,92.46084944821956,48.016999999999996,139.64535483870966,159.7184831746032,113.11821428571429,54.93195652173913,53.07342812229469,26.299125,148.32484615384618,141.36455917282544,132.095,62.60126315789473,74.46106510924574,70.11579310344828
91,189.0,857.0,0.2205,728.0,0.8495,1.0,6.0,4.5344,2.0,6.0,4.5344,87.0,0.4603,102.0,0.5397,75.0,0.3968,114.0,0.6032,102.0,0.5397,87.0,0.4603,7.0,0.037000000000000005,10.0,0.0529,0.0,0.0,7.0,31.0,85.7778,2.0,2.0,19.0,4.0,21.0,14.5741,4.0,21.0,14.6792,66.885,199.993,199.99599999999998,57.678999999999995,199.99,199.995,57.678999999999995,ham6,77.78176470588237,71.65730118925518,69.85627272727272,92.0560555555555,92.46084944821956,47.68524999999999,139.64535483870966,165.82363190258752,112.01407142857144,54.93195652173913,64.18898671543857,27.744124999999997,148.32484615384618,170.36034506060608,130.82800000000003,62.60126315789473,69.56597938363115,70.9226896551724
92,189.0,847.0,0.2231,712.0,0.8406,2.0,6.0,4.4815,1.0,6.0,4.4815,85.0,0.4497,104.0,0.5503,79.0,0.418,110.0,0.5820000000000001,90.0,0.4762,99.0,0.5238,5.0,0.0265,13.0,0.0688,0.0,0.0,5.0,21.0,90.9412,2.0,2.0,2.0,1.0,21.0,14.9348,1.0,21.0,15.2895,73.874,1.6369999999999998,199.995,55.534,199.995,1.1740000000000002,1.1740000000000002,ham9,77.78176470588237,77.09977782373183,68.79572727272726,92.0560555555555,92.46084944821956,47.685249999999996,139.64535483870966,199.99524746031747,103.35989285714285,54.93195652173913,64.18898671543857,27.744124999999997,148.32484615384618,170.36034506060608,115.96940000000001,62.60126315789473,69.56597938363115,81.26055172413793
93,190.0,1009.0,0.1883,992.0,0.9832,2.0,6.0,5.3105,2.0,6.0,5.3105,17.0,0.0895,173.0,0.9105,17.0,0.0895,173.0,0.9105,22.0,0.1158,168.0,0.8842,3.0,0.0158,3.0,0.0158,0.0,0.0,2.0,10.0,106.5,2.0,2.0,23.0,18.0,18.0,18.0,18.0,18.0,18.0,0.027999999999999997,0.265,199.995,0.17,199.995,88.87100000000001,0.027999999999999997,ham10,101.4845,23.894424922360244,94.55827272727271,92.0560555555555,53.09400793546964,50.333125,39.62383529411765,99.84663573687713,61.58871428571428,10.448162790697673,20.839148755975383,63.894125,47.608082352941175,47.99171959639125,72.18772000000001,97.28607031249997,56.575606546595985,82.39420689655171
94,189.0,837.0,0.2258,690.0,0.8244,2.0,6.0,4.4286,1.0,6.0,4.4286,77.0,0.4074,112.0,0.5926,77.0,0.4074,112.0,0.5926,86.0,0.455,103.0,0.545,17.0,0.0899,13.0,0.0688,0.0,0.0,4.0,14.0,88.6111,2.0,2.0,4.0,4.0,19.0,14.5333,4.0,20.0,15.12,30.035999999999998,53.397,199.99599999999998,20.272000000000002,199.988,23.738000000000003,20.272000000000002,ham6,77.78176470588237,71.17749534509935,70.9899090909091,92.0560555555555,92.46084944821956,45.403875,139.64535483870966,182.67580333115893,100.04232142857143,54.93195652173913,58.48525655624046,37.4295,148.32484615384618,141.36455917282544,98.71980000000003,62.60126315789473,69.56597938363115,75.87355172413791
95,189.0,1007.0,0.1877,1006.0,0.9990000000000001,2.0,6.0,5.327999999999999,2.0,6.0,5.327999999999999,1.0,0.0053,188.0,0.9947,1.0,0.0053,188.0,0.9947,2.0,0.0106,187.0,0.9894,3.0,0.0159,3.0,0.0159,0.0,0.0,12.0,64.0,89.8333,2.0,2.0,18.0,3.0,18.0,15.7391,3.0,18.0,15.7391,106.725,0.41200000000000003,14.343,140.716,2.085,199.99599999999998,0.41200000000000003,ham2,101.4845,123.29509076923077,94.55827272727274,92.0560555555555,67.78727058524261,50.333125,39.62383529411765,28.27856622922794,68.50442857142856,10.448162790697673,56.25241964701056,63.894125,47.608082352941175,47.99171959639125,72.18772000000001,62.60126315789473,64.58020154659599,88.53041379310345
96,189.0,987.0,0.1915,968.0,0.9807,2.0,6.0,5.2222,2.0,6.0,5.2222,19.0,0.1005,170.0,0.8995,21.0,0.1111,168.0,0.8889,34.0,0.1799,155.0,0.8201,3.0,0.0159,3.0,0.0159,0.0,0.0,1.0,6.0,77.8571,2.0,2.0,18.0,3.0,19.0,14.8214,3.0,19.0,14.8214,167.832,199.993,1.122,0.055999999999999994,16.045,199.99599999999998,0.055999999999999994,ham6,101.4845,119.73667650980391,74.53172727272727,92.0560555555555,79.91391612106919,82.35437499999999,39.62383529411765,23.354183316088402,61.58871428571428,54.93195652173913,32.019593300772975,58.66887500000001,47.608082352941175,47.99171959639125,72.18772000000001,62.60126315789473,74.4576802308065,82.39420689655171
97,189.0,787.0,0.2402,624.0,0.7929,1.0,6.0,4.164,1.0,6.0,4.164,89.0,0.4709,100.0,0.5291,89.0,0.4709,100.0,0.5291,100.0,0.5291,89.0,0.4709,17.0,0.0899,19.0,0.1005,0.0,0.0,7.0,26.0,64.9333,2.0,2.0,2.0,2.0,21.0,13.7,2.0,21.0,13.7931,55.343999999999994,11.401,199.99599999999998,79.029,199.987,3.43,3.43,ham9,77.78176470588237,80.41018354090355,145.924,92.0560555555555,92.46084944821956,110.0335,139.64535483870966,176.4620903174603,88.50325,54.93195652173913,64.18898671543857,105.51175,148.32484615384618,170.36034506060608,74.51724,62.60126315789473,69.56597938363115,92.4936551724138
98,190.0,1001.0,0.1898,976.0,0.975,1.0,6.0,5.2684,2.0,6.0,5.2684,23.0,0.1211,167.0,0.8789,23.0,0.1211,167.0,0.8789,42.0,0.2211,148.0,0.7789,3.0,0.0158,3.0,0.0158,0.0,0.0,1.0,6.0,94.625,2.0,2.0,23.0,17.0,18.0,17.95,17.0,18.0,17.95,0.843,0.085,49.123999999999995,52.281000000000006,74.47,0.11699999999999999,0.085,ham2,101.4845,23.71713829365079,90.61227272727272,92.0560555555555,53.09400793546964,82.354375,39.62383529411765,73.44866293277039,61.58871428571428,54.93195652173913,26.35567655791583,58.668875,47.608082352941175,47.99171959639125,72.18772000000001,97.28607031249997,56.575606546595985,82.39420689655171
99,189.0,977.0,0.1934,946.0,0.9683,2.0,6.0,5.1693,2.0,6.0,5.1693,29.0,0.1534,160.0,0.8466,29.0,0.1534,160.0,0.8466,48.0,0.254,141.0,0.746,3.0,0.0159,4.0,0.0212,0.0,0.0,1.0,6.0,90.0,2.0,2.0,22.0,3.0,18.0,15.72,3.0,18.0,15.72,39.272,199.993,31.366999999999997,0.40399999999999997,54.637,8.943999999999999,0.40399999999999997,ham6,101.4845,98.59393254154995,86.32336363636364,92.0560555555555,98.27218307549536,150.20100000000002,39.62383529411765,46.917718926854455,61.58871428571428,54.93195652173913,32.019593300772975,33.85212500000001,47.608082352941175,47.99171959639125,86.53512,62.60126315789473,74.4576802308065,82.39420689655171
100,190.0,977.0,0.1945,930.0,0.9519,2.0,6.0,5.1421,2.0,6.0,5.1421,41.0,0.2158,149.0,0.7842,39.0,0.2053,151.0,0.7947,56.0,0.2947,134.0,0.7053,5.0,0.0263,3.0,0.0158,0.0,0.0,4.0,21.0,97.4,2.0,2.0,17.0,2.0,19.0,15.4848,2.0,19.0,15.4848,3.293,56.836999999999996,1.874,16.288,39.108000000000004,199.99599999999998,1.874,ham4,101.4845,100.97718875888818,107.35172727272729,92.0560555555555,68.72226757034454,166.61974999999998,39.62383529411765,38.73988138368155,60.381678571428594,54.93195652173913,26.35567655791583,52.321124999999995,47.608082352941175,47.99171959639125,94.49907999999998,97.28607031249997,61.054075743627024,82.33527586206895
101,190.0,977.0,0.1945,928.0,0.9498,2.0,6.0,5.1421,1.0,6.0,5.1421,37.0,0.1947,153.0,0.8053,29.0,0.1526,161.0,0.8474,56.0,0.2947,134.0,0.7053,3.0,0.0158,5.0,0.0263,0.0,0.0,1.0,6.0,96.1111,2.0,2.0,7.0,2.0,19.0,15.76,2.0,19.0,15.9231,199.99099999999999,199.942,199.995,199.993,199.989,5.265,5.265,ham9,101.4845,120.75149966365007,104.42790909090908,92.0560555555555,92.7409024922388,166.61974999999998,39.62383529411765,91.33621502129951,61.568642857142855,54.93195652173913,32.019593300772975,52.321124999999995,47.608082352941175,47.99171959639125,94.49907999999998,97.28607031249997,74.4576802308065,82.39420689655172
102,189.0,957.0,0.1975,908.0,0.9488,1.0,6.0,5.0635,2.0,6.0,5.0635,37.0,0.1958,152.0,0.8042,33.0,0.1746,156.0,0.8254,60.0,0.3175,129.0,0.6825,5.0,0.0265,5.0,0.0265,0.0,0.0,1.0,5.0,99.4545,2.0,2.0,15.0,3.0,19.0,14.3,5.0,20.0,15.7895,63.318999999999996,199.99200000000002,199.995,0.243,0.81,29.826999999999998,0.243,ham6,101.4845,74.57785346407123,107.44254545454545,92.0560555555555,92.46084944821956,143.717875,39.62383529411765,102.55943188600274,60.15689285714287,54.93195652173913,32.019593300772975,59.30262499999999,47.608082352941175,47.99171959639125,94.49907999999998,62.60126315789473,74.4576802308065,75.84737931034485
103,189.0,957.0,0.1975,910.0,0.9509,2.0,6.0,5.0635,2.0,6.0,5.0635,41.0,0.2169,148.0,0.7831,41.0,0.2169,148.0,0.7831,68.0,0.3598,121.0,0.6402,5.0,0.0265,3.0,0.0159,0.0,0.0,1.0,6.0,100.4,2.0,2.0,9.0,2.0,19.0,14.5862,2.0,19.0,14.1707,95.19200000000001,199.993,4.5169999999999995,199.993,199.989,3.2760000000000002,3.2760000000000002,ham9,101.4845,103.95716276796512,103.95454545454544,92.0560555555555,74.10258249379338,161.612625,39.62383529411765,38.73988138368155,67.16578571428572,54.93195652173913,48.55939025679763,59.046749999999996,47.608082352941175,47.99171959639125,85.69639999999998,62.60126315789473,67.24105361440039,76.54434482758622
104,189.0,957.0,0.1975,908.0,0.9488,2.0,6.0,5.0635,2.0,6.0,5.0635,39.0,0.2063,150.0,0.7937,41.0,0.2169,148.0,0.7831,62.0,0.32799999999999996,127.0,0.672,5.0,0.0265,3.0,0.0159,0.0,0.0,3.0,16.0,90.5,2.0,2.0,14.0,3.0,18.0,15.25,3.0,18.0,15.25,105.416,199.99,7.6129999999999995,1.32,48.669,0.087,0.087,ham9,101.4845,93.6843354562768,103.95454545454545,92.0560555555555,74.10258249379338,143.7245,39.62383529411765,42.12620136003545,67.16578571428572,54.93195652173913,37.98242966440934,36.083625,47.608082352941175,47.99171959639125,86.81647999999997,62.60126315789473,61.054075743627024,76.54434482758622
105,189.0,957.0,0.1975,906.0,0.9467,2.0,6.0,5.0635,2.0,6.0,5.0635,39.0,0.2063,150.0,0.7937,47.0,0.2487,142.0,0.7513,68.0,0.3598,121.0,0.6402,6.0,0.0317,4.0,0.0212,0.0,0.0,2.0,10.0,94.5556,2.0,2.0,13.0,3.0,19.0,15.0645,3.0,19.0,15.0645,156.507,131.435,6.032,0.096,27.136999999999997,0.193,0.096,ham6,109.8988783783784,104.72077831341967,103.95454545454545,92.0560555555555,92.46084944821956,136.656125,39.62383529411765,49.40918365472144,67.16578571428572,54.93195652173913,48.55939025679763,34.0755,47.608082352941175,47.99171959639125,85.69639999999998,62.60126315789473,67.24105361440039,76.54434482758619
106,189.0,957.0,0.1975,912.0,0.953,2.0,6.0,5.0635,2.0,6.0,5.0635,45.0,0.2381,144.0,0.7619,33.0,0.1746,156.0,0.8254,62.0,0.32799999999999996,127.0,0.672,3.0,0.0159,4.0,0.0212,0.0,0.0,1.0,6.0,97.3,2.0,2.0,15.0,3.0,19.0,15.8,3.0,20.0,15.0263,117.681,144.776,5.444,0.23199999999999998,22.948,48.731,0.23199999999999998,ham6,101.4845,91.49128571528406,103.89154545454545,92.0560555555555,92.46084944821956,166.62,39.62383529411765,32.643411262083404,60.15689285714287,54.93195652173913,32.019593300772975,54.050749999999994,47.608082352941175,47.99171959639125,94.49907999999999,62.60126315789473,74.4576802308065,75.84737931034485
107,190.0,969.0,0.1961,918.0,0.9474,1.0,6.0,5.1,2.0,6.0,5.1,43.0,0.2263,147.0,0.7737,39.0,0.2053,151.0,0.7947,68.0,0.3579,122.0,0.6421,3.0,0.0158,5.0,0.0263,0.0,0.0,8.0,44.0,121.0,2.0,2.0,16.0,7.0,19.0,16.6667,4.0,19.0,17.08,0.21100000000000002,199.993,0.166,0.991,9.655,199.995,0.166,ham4,32.383109756097575,70.41010663003665,104.71254545454545,92.0560555555555,92.7409024922388,143.72425,39.62383529411765,35.79338995961472,60.156892857142864,54.93195652173913,42.596553893161264,34.427375,47.608082352941175,47.99171959639125,94.49907999999999,97.28607031249997,75.24564861440038,75.84737931034483
108,190.0,961.0,0.1977,898.0,0.9344,2.0,6.0,5.0579,2.0,6.0,5.0579,49.0,0.2579,141.0,0.7421,49.0,0.2579,141.0,0.7421,78.0,0.4105,112.0,0.5895,3.0,0.0158,4.0,0.0211,0.0,0.0,1.0,6.0,103.2,2.0,2.0,4.0,10.0,19.0,16.7931,3.0,19.0,16.2581,199.993,199.995,69.726,14.241,128.165,34.150999999999996,14.241,ham6,97.2964285714286,145.34049478733562,98.50499999999998,92.0560555555555,98.12121741568764,161.618875,39.62383529411765,45.53242324838477,67.16582142857143,54.93195652173913,53.07342812229469,60.954,47.608082352941175,80.68002870007005,85.6964,97.28607031249997,67.24105361440039,76.73844827586207
109,190.0,961.0,0.1977,900.0,0.9365,2.0,6.0,5.0579,2.0,6.0,5.0579,55.0,0.2895,135.0,0.7105,61.0,0.3211,129.0,0.6789,74.0,0.3895,116.0,0.6105,3.0,0.0158,4.0,0.0211,0.0,0.0,2.0,10.0,86.1111,2.0,2.0,31.0,6.0,19.0,16.4,6.0,19.0,16.4,0.904,0.29,29.95,0.223,1.564,199.995,0.223,ham6,97.2964285714286,45.86784422672956,99.43172727272727,92.0560555555555,98.12121741568764,143.55575,39.62383529411765,38.756637934944614,73.44407142857143,54.93195652173913,53.07342812229469,60.952875,47.608082352941175,47.99171959639125,85.6964,97.28607031249997,74.46106510924574,76.73844827586207
110,189.0,937.0,0.2017,874.0,0.9328,2.0,6.0,4.9577,2.0,6.0,4.9577,53.0,0.2804,136.0,0.7196,57.0,0.3016,132.0,0.6984,76.0,0.4021,113.0,0.5979,3.0,0.0159,4.0,0.0212,0.0,0.0,1.0,5.0,96.0,2.0,2.0,2.0,1.0,19.0,14.931,1.0,19.0,14.931,133.09799999999998,9.871,199.995,7.707000000000001,199.989,0.247,0.247,ham9,109.8988783783784,120.61844416581457,108.336,92.0560555555555,92.46084944821956,160.23725000000002,39.62383529411765,136.90268714630827,85.93492857142857,54.93195652173913,53.07342812229469,104.69449999999998,47.608082352941175,80.68002870007005,84.21824000000002,62.60126315789473,74.46106510924574,76.99896551724139
111,189.0,937.0,0.2017,872.0,0.9306,2.0,6.0,4.9577,2.0,6.0,4.9577,51.0,0.2698,138.0,0.7302,59.0,0.3122,130.0,0.6878,72.0,0.381,117.0,0.619,5.0,0.0265,4.0,0.0212,0.0,0.0,1.0,5.0,94.4375,2.0,2.0,16.0,3.0,19.0,15.25,3.0,19.0,15.25,73.513,199.972,4.399,199.99099999999999,199.99099999999999,199.99599999999998,4.399,ham4,109.8988783783784,78.97003790174531,94.19027272727271,92.0560555555555,92.46084944821956,137.3355,39.62383529411765,56.85764459541673,78.83232142857142,54.93195652173913,53.07342812229469,85.07987499999999,47.608082352941175,56.671681632319384,84.21824000000002,62.60126315789473,74.46106510924574,76.99896551724139
112,190.0,953.0,0.1994,880.0,0.9234,1.0,6.0,5.0158,2.0,6.0,5.0158,53.0,0.2789,137.0,0.7211,49.0,0.2579,141.0,0.7421,76.0,0.4,114.0,0.6,3.0,0.0158,9.0,0.0474,0.0,0.0,3.0,12.0,105.5455,2.0,2.0,4.0,3.0,19.0,15.4688,5.0,21.0,15.8182,1.21,199.993,4.931,15.503,46.395,164.425,1.21,ham10,97.2964285714286,43.99404435255301,106.91463636363636,92.0560555555555,98.12121741568764,144.7535,39.62383529411765,79.7950565817181,73.44407142857143,54.93195652173913,53.07342812229469,86.72225,47.608082352941175,66.89015664907916,84.21824000000001,97.28607031249997,74.46106510924574,76.71393103448277
113,190.0,953.0,0.1994,888.0,0.9318,2.0,6.0,5.0158,2.0,6.0,5.0158,47.0,0.2474,143.0,0.7526,47.0,0.2474,143.0,0.7526,74.0,0.3895,116.0,0.6105,5.0,0.0263,3.0,0.0158,0.0,0.0,3.0,16.0,110.7273,2.0,2.0,23.0,5.0,19.0,15.9375,5.0,19.0,16.1667,199.99400000000003,16.778,199.99599999999998,56.256,8.315,0.23199999999999998,0.23199999999999998,ham9,97.2964285714286,124.42976602079295,99.43172727272727,92.0560555555555,74.10258249379338,168.518375,39.62383529411765,96.86750116003135,73.44407142857143,54.93195652173913,47.409511379437554,85.923875,47.608082352941175,56.671681632319384,83.5082,97.28607031249997,67.24105361440039,76.73844827586207
114,190.0,945.0,0.2011,876.0,0.927,2.0,6.0,4.9737,1.0,6.0,4.9737,47.0,0.2474,143.0,0.7526,53.0,0.2789,137.0,0.7211,76.0,0.4,114.0,0.6,5.0,0.0263,5.0,0.0263,0.0,0.0,6.0,25.0,112.9231,2.0,2.0,2.0,7.0,19.0,15.3889,7.0,20.0,15.4,10.241,199.99099999999999,17.282,199.99099999999999,35.719,7.069,7.069,ham9,97.2964285714286,53.300773034798546,119.44227272727272,92.0560555555555,98.12121741568764,153.323625,39.62383529411765,79.7950565817181,78.83232142857142,54.93195652173913,53.07342812229469,111.70887499999999,47.608082352941175,56.671681632319384,84.21824000000001,97.28607031249997,67.24105361440039,76.71393103448277
115,189.0,927.0,0.2039,856.0,0.9234,2.0,6.0,4.9048,2.0,6.0,4.9048,65.0,0.3439,124.0,0.6561,63.0,0.3333,126.0,0.6667,88.0,0.4656,101.0,0.5344,3.0,0.0159,5.0,0.0265,0.0,0.0,4.0,19.0,92.25,2.0,2.0,4.0,3.0,20.0,14.9444,3.0,20.0,14.9444,77.824,199.99200000000002,6.5489999999999995,199.99200000000002,7.085,22.046,6.5489999999999995,ham4,77.78176470588237,69.577582679381,93.29918181818184,92.0560555555555,92.46084944821956,152.62324999999998,39.62383529411765,47.94017633838734,91.95735714285713,54.93195652173913,64.18898671543857,101.1475,47.608082352941175,90.89850371682982,96.46732000000002,62.60126315789473,74.46106510924574,72.02903448275865
116,190.0,945.0,0.2011,872.0,0.9228,1.0,6.0,4.9737,2.0,6.0,4.9737,59.0,0.3105,131.0,0.6895,61.0,0.3211,129.0,0.6789,80.0,0.4211,110.0,0.5789,3.0,0.0158,4.0,0.0211,0.0,0.0,11.0,55.0,92.8889,2.0,2.0,4.0,2.0,19.0,15.5625,2.0,19.0,15.6333,199.993,199.995,199.995,199.99099999999999,199.967,199.99599999999998,199.967,ham8,97.2964285714286,143.9547659638062,94.19027272727273,92.0560555555555,98.12121741568764,160.240125,139.64535483870966,147.75991599659875,85.93492857142859,54.93195652173913,73.23904304272693,103.04687499999999,148.32484615384618,101.15580679375292,90.03252,97.28607031249997,74.46106510924574,76.99896551724137
117,189.0,927.0,0.2039,856.0,0.9234,1.0,6.0,4.9048,2.0,6.0,4.9048,45.0,0.2381,144.0,0.7619,59.0,0.3122,130.0,0.6878,76.0,0.4021,113.0,0.5979,6.0,0.0317,4.0,0.0212,0.0,0.0,6.0,27.0,80.1667,2.0,2.0,20.0,4.0,19.0,14.8235,4.0,20.0,15.0588,56.518,199.995,0.846,1.06,199.995,58.92,0.846,ham4,109.8988783783784,71.42145800233583,94.19027272727271,92.0560555555555,92.46084944821956,160.2375,39.62383529411765,22.907603190999897,85.93492857142859,54.93195652173913,48.55939025679763,126.10787499999999,47.608082352941175,90.89850371682982,90.03252000000002,62.60126315789473,67.24105361440039,72.33320689655173
118,189.0,927.0,0.2039,850.0,0.9169,2.0,6.0,4.9048,2.0,6.0,4.9048,61.0,0.3228,128.0,0.6772,61.0,0.3228,128.0,0.6772,76.0,0.4021,113.0,0.5979,6.0,0.0317,4.0,0.0212,0.0,0.0,2.0,10.0,94.6923,2.0,2.0,2.0,1.0,20.0,15.302999999999999,1.0,20.0,15.8485,82.805,72.09,6.355,0.14,199.995,199.995,0.14,ham6,109.8988783783784,83.93755724287305,93.29918181818184,92.0560555555555,92.46084944821956,136.32525,139.64535483870966,113.67454995059293,91.95735714285713,54.93195652173913,53.07342812229469,101.42487499999999,148.32484615384618,112.12989507214118,90.03188000000002,62.60126315789473,74.46106510924574,72.02903448275865
119,190.0,937.0,0.2028,854.0,0.9114,1.0,6.0,4.9316,2.0,6.0,4.9316,61.0,0.3211,129.0,0.6789,67.0,0.3526,123.0,0.6474,72.0,0.3789,118.0,0.6211,6.0,0.0316,4.0,0.0211,0.0,0.0,4.0,16.0,99.3571,2.0,2.0,2.0,3.0,19.0,15.6538,5.0,20.0,18.2083,199.993,199.99400000000003,199.99599999999998,199.99099999999999,199.995,199.995,199.99099999999999,ham6,97.2964285714286,110.64541543884377,100.1999090909091,92.0560555555555,98.12121741568764,160.23725000000002,139.64535483870966,70.728684818002,85.93492857142859,54.93195652173913,53.07342812229469,103.04687499999999,148.32484615384618,88.1215480043905,90.03252000000002,97.28607031249997,74.46106510924574,72.33320689655173
120,190.0,1017.0,0.1868,1008.0,0.9912,2.0,6.0,5.3526,2.0,6.0,5.3526,9.0,0.0474,181.0,0.9526,9.0,0.0474,181.0,0.9526,18.0,0.0947,172.0,0.9053,3.0,0.0158,3.0,0.0158,0.0,0.0,1.0,6.0,118.4,2.0,2.0,23.0,9.0,18.0,17.55,9.0,18.0,17.55,0.966,0.276,3.7460000000000004,0.165,5.896,113.26700000000001,0.165,ham6,32.383109756097575,51.356881028315264,94.55827272727271,92.0560555555555,53.09400793546964,50.333125,39.62383529411765,30.0830904987819,68.50435714285713,10.448162790697673,20.839148755975383,63.894125,47.608082352941175,47.99171959639125,72.18875999999999,97.28607031249997,56.575606546595985,88.53041379310343
121,245.0,1153.0,0.2125,1006.0,0.8725,2.0,6.0,4.7061,1.0,6.0,4.7061,105.0,0.4286,140.0,0.5714,89.0,0.3633,156.0,0.6367,108.0,0.4408,137.0,0.5592,6.0,0.0245,12.0,0.049,0.0,0.0,5.0,29.0,83.7333,2.0,2.0,5.0,2.0,28.0,14.1429,2.0,28.0,14.1905,41.1,11.09,199.995,199.99,19.754,3.7039999999999997,3.7039999999999997,ham9,97.2964285714286,73.25781506244422,89.034,92.0560555555555,100.3593181306893,86.6885,151.67566666666667,164.08944413850645,109.68149999999999,91.99770386266088,113.69117542090157,138.025125,19.754,104.35963547619049,135.74223999999998,97.28607031249997,81.15508485018412,86.17431034482757
122,245.0,1143.0,0.2143,974.0,0.8521,2.0,6.0,4.6653,1.0,6.0,4.6653,93.0,0.3796,152.0,0.6204,109.0,0.4449,136.0,0.5551,120.0,0.4898,125.0,0.5102,7.0,0.0286,9.0,0.0367,0.0,0.0,1.0,7.0,93.95,2.0,2.0,3.0,4.0,28.0,14.8305,5.0,29.0,14.1719,51.312,74.05199999999999,199.995,100.59200000000001,199.988,33.296,33.296,ham9,97.2964285714286,90.08217484777516,109.08172727272726,92.0560555555555,100.3593181306893,88.22312500000001,139.64535483870966,173.15417577965604,90.40242857142857,91.99770386266088,113.69117542090157,138.97474999999997,196.86445108695662,157.49461272738955,136.62656,97.28607031249997,88.5538067820023,82.91696551724137
