,runtime_ham10,runtime_ham2,runtime_ham4,runtime_ham6,runtime_ham8,runtime_ham9,DT_ham10_pred,DT_ham2_pred,DT_ham4_pred,DT_ham6_pred,DT_ham8_pred,DT_ham9_pred,1st_ham,1st_time,2nd_ham,2nd_time,3rd_ham,3rd_time
16,183.71900000000002,7.545,5.742000000000001,49.328,6.792000000000001,47.352,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,5.742000000000001,runtime_ham8,6.792000000000001,runtime_ham6,49.328
17,174.157,42.18,2.356,19.525,3.341,24.377,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,2.356,runtime_ham8,3.341,runtime_ham6,19.525
18,199.99,19.3,6.432,199.99099999999999,5.815,126.929,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,6.432,runtime_ham8,5.815,runtime_ham6,199.99099999999999
19,199.989,88.569,50.379,199.99,79.92,199.99599999999998,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,50.379,runtime_ham8,79.92,runtime_ham6,199.99
20,199.99200000000002,199.99,23.564,112.555,12.417,177.91400000000002,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,23.564,runtime_ham8,12.417,runtime_ham6,112.555
21,198.051,55.284,2.3409999999999997,16.395,4.683,199.99599999999998,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,2.3409999999999997,runtime_ham8,4.683,runtime_ham6,16.395
22,199.989,16.459,16.023,81.24600000000001,2.8789999999999996,11.027000000000001,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,16.023,runtime_ham8,2.8789999999999996,runtime_ham6,81.24600000000001
23,199.99,199.99400000000003,1.0390000000000001,1.7080000000000002,5.138,18.417,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,1.0390000000000001,runtime_ham8,5.138,runtime_ham6,1.7080000000000002
24,199.99099999999999,64.01,27.101,199.989,5.256,175.248,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,27.101,runtime_ham8,5.256,runtime_ham6,199.989
25,163.37,53.06100000000001,42.005,20.55,1.666,73.678,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,42.005,runtime_ham8,1.666,runtime_ham6,20.55
26,160.033,5.182,5.562,6.178,0.2,4.2,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,5.562,runtime_ham8,0.2,runtime_ham6,6.178
27,199.99099999999999,29.663,67.376,11.417,2.432,10.427,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,67.376,runtime_ham8,2.432,runtime_ham6,11.417
28,199.99099999999999,199.99400000000003,6.445,79.193,4.916,44.57,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,6.445,runtime_ham8,4.916,runtime_ham6,79.193
29,199.99,101.118,13.286,24.26,2.653,81.009,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,13.286,runtime_ham8,2.653,runtime_ham6,24.26
30,199.99400000000003,188.28799999999998,6.5520000000000005,10.595,12.423,164.498,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,6.5520000000000005,runtime_ham8,12.423,runtime_ham6,10.595
31,195.415,99.68,10.258,4.31,19.048,76.105,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,10.258,runtime_ham8,19.048,runtime_ham6,4.31
32,199.987,2.008,28.73,0.945,37.788000000000004,9.173,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,28.73,runtime_ham8,37.788000000000004,runtime_ham6,0.945
33,162.77100000000002,178.387,8.357999999999999,66.896,13.378,7.5360000000000005,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,8.357999999999999,runtime_ham8,13.378,runtime_ham6,66.896
34,199.98,67.07600000000001,4.178999999999999,194.71900000000002,2.194,2.2359999999999998,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,4.178999999999999,runtime_ham8,2.194,runtime_ham6,194.71900000000002
35,195.255,17.813,71.913,3.455,45.478,199.995,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,71.913,runtime_ham8,45.478,runtime_ham6,3.455
36,199.99099999999999,26.358,21.493000000000002,46.916000000000004,2.946,52.576,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,21.493000000000002,runtime_ham8,2.946,runtime_ham6,46.916000000000004
37,173.813,50.558,8.707,25.658,16.784000000000002,1.181,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,8.707,runtime_ham8,16.784000000000002,runtime_ham6,25.658
38,199.99099999999999,12.76,7.745,1.903,1.5719999999999998,0.188,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,7.745,runtime_ham8,1.5719999999999998,runtime_ham6,1.903
39,185.85,6.763999999999999,3.034,28.445999999999998,5.57,71.468,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,3.034,runtime_ham8,5.57,runtime_ham6,28.445999999999998
40,199.99,26.145,94.74700000000001,5.983,16.647000000000002,199.99599999999998,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,94.74700000000001,runtime_ham8,16.647000000000002,runtime_ham6,5.983
41,199.988,71.433,9.315,2.572,2.557,12.856,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,9.315,runtime_ham8,2.557,runtime_ham6,2.572
42,199.99099999999999,94.59200000000001,9.927999999999999,18.993,17.506,28.691,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,9.927999999999999,runtime_ham8,17.506,runtime_ham6,18.993
43,199.99400000000003,35.568000000000005,5.2139999999999995,10.735999999999999,3.1319999999999997,75.691,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,5.2139999999999995,runtime_ham8,3.1319999999999997,runtime_ham6,10.735999999999999
44,192.623,117.573,0.42200000000000004,176.743,7.415,19.053,77.78176470588237,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,0.42200000000000004,runtime_ham8,7.415,runtime_ham6,176.743
45,199.99,60.137,118.887,102.27,9.002,53.54600000000001,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,118.887,runtime_ham8,9.002,runtime_ham6,102.27
46,199.99099999999999,54.48,1.328,194.735,22.526999999999997,39.129,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,1.328,runtime_ham8,22.526999999999997,runtime_ham6,194.735
47,179.613,61.707,4.177,19.051,0.804,0.977,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,4.177,runtime_ham8,0.804,runtime_ham6,19.051
48,155.65,12.96,2.908,47.717,2.549,22.723000000000003,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,2.908,runtime_ham8,2.549,runtime_ham6,47.717
49,199.99099999999999,193.33599999999998,7.1770000000000005,58.125,3.6319999999999997,18.65,77.78176470588237,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,7.1770000000000005,runtime_ham8,3.6319999999999997,runtime_ham6,58.125
50,199.99099999999999,34.722,41.70399999999999,125.822,84.20700000000001,118.973,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,41.70399999999999,runtime_ham8,84.20700000000001,runtime_ham6,125.822
51,199.99,16.97,1.811,1.9580000000000002,9.582,3.37,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,1.811,runtime_ham8,9.582,runtime_ham6,1.9580000000000002
52,199.99200000000002,106.68700000000001,5.36,32.387,41.481,115.22399999999999,77.78176470588237,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,5.36,runtime_ham8,41.481,runtime_ham6,32.387
53,188.90400000000002,199.995,3.884,10.864,6.34,10.545,77.78176470588237,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,3.884,runtime_ham8,6.34,runtime_ham6,10.864
54,186.27,1.053,17.598,16.155,3.4930000000000003,1.757,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,17.598,runtime_ham8,3.4930000000000003,runtime_ham6,16.155
55,199.99099999999999,28.618000000000002,14.052999999999999,199.995,3.2060000000000004,2.1,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,14.052999999999999,runtime_ham8,3.2060000000000004,runtime_ham6,199.995
56,194.607,199.993,22.44,22.355,1.9080000000000001,20.504,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,22.44,runtime_ham8,1.9080000000000001,runtime_ham6,22.355
57,162.253,32.284,8.731,44.605,1.181,93.64299999999999,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,8.731,runtime_ham8,1.181,runtime_ham6,44.605
58,199.99200000000002,98.036,3.094,6.824,9.304,50.833,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,3.094,runtime_ham8,9.304,runtime_ham6,6.824
59,199.99200000000002,199.993,199.993,179.785,199.995,170.99099999999999,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,199.993,runtime_ham8,199.995,runtime_ham6,179.785
60,199.97,116.648,1.9280000000000002,73.87100000000001,6.029,199.995,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,1.9280000000000002,runtime_ham8,6.029,runtime_ham6,73.87100000000001
61,199.99200000000002,199.993,199.993,199.986,199.995,199.995,77.78176470588237,92.05605555555552,139.64535483870966,91.99770386266097,148.32484615384618,62.60126315789473,runtime_ham9,199.995,runtime_ham10,199.99200000000002,runtime_ham6,199.986
62,199.99099999999999,199.993,199.99599999999998,199.995,199.995,189.00799999999998,109.8988783783784,92.05605555555552,139.64535483870966,54.93195652173913,148.32484615384618,62.60126315789473,runtime_ham6,199.995,runtime_ham9,189.00799999999998,runtime_ham2,199.993
63,199.99400000000003,199.99599999999998,199.995,136.30700000000002,199.995,187.93099999999998,77.78176470588237,92.05605555555552,139.64535483870966,54.93195652173913,148.32484615384618,62.60126315789473,runtime_ham6,136.30700000000002,runtime_ham9,187.93099999999998,runtime_ham10,199.99400000000003
64,199.99,199.99400000000003,199.995,144.486,199.995,135.665,77.78176470588237,92.05605555555552,139.64535483870966,54.93195652173913,148.32484615384618,62.60126315789473,runtime_ham6,144.486,runtime_ham9,135.665,runtime_ham10,199.99
65,199.99,120.177,3.237,199.99400000000003,11.544,29.68,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,3.237,runtime_ham8,11.544,runtime_ham6,199.99400000000003
66,148.482,5.624,10.837,113.33200000000001,5.662999999999999,144.924,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,10.837,runtime_ham8,5.662999999999999,runtime_ham6,113.33200000000001
67,170.622,91.07799999999999,17.707,23.833000000000002,7.654,199.99400000000003,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,17.707,runtime_ham8,7.654,runtime_ham6,23.833000000000002
68,199.993,199.99599999999998,2.472,199.99,3.486,11.812999999999999,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,2.472,runtime_ham8,3.486,runtime_ham6,199.99
69,199.99400000000003,122.695,199.995,106.256,199.995,70.90100000000001,77.78176470588237,92.05605555555552,139.64535483870966,54.93195652173913,148.32484615384618,62.60126315789473,runtime_ham6,106.256,runtime_ham9,70.90100000000001,runtime_ham10,199.99400000000003
70,199.97400000000002,0.851,7.604,27.932,6.005,199.981,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,7.604,runtime_ham8,6.005,runtime_ham6,27.932
71,152.486,18.424,5.773,6.827999999999999,2.917,7.7589999999999995,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,5.773,runtime_ham8,2.917,runtime_ham6,6.827999999999999
72,198.984,32.172,13.542,0.6659999999999999,19.66,174.85,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,13.542,runtime_ham8,19.66,runtime_ham6,0.6659999999999999
73,199.993,77.569,7.831,9.835,3.435,11.59,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,7.831,runtime_ham8,3.435,runtime_ham6,9.835
74,166.899,96.375,199.995,191.077,79.572,145.476,77.78176470588237,92.05605555555552,139.64535483870966,54.93195652173913,148.32484615384618,62.60126315789473,runtime_ham6,191.077,runtime_ham9,145.476,runtime_ham10,166.899
75,199.99400000000003,122.306,12.772,9.531,1.6130000000000002,14.498,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,12.772,runtime_ham8,1.6130000000000002,runtime_ham6,9.531
76,199.99,199.99,175.852,151.885,153.826,125.166,77.78176470588237,92.05605555555552,139.64535483870966,54.93195652173913,148.32484615384618,62.60126315789473,runtime_ham6,151.885,runtime_ham9,125.166,runtime_ham10,199.99
77,199.989,199.99099999999999,199.99599999999998,199.945,199.995,199.989,77.78176470588237,92.05605555555552,139.64535483870966,54.93195652173913,148.32484615384618,62.60126315789473,runtime_ham6,199.945,runtime_ham9,199.989,runtime_ham10,199.989
78,180.55599999999998,199.993,199.99599999999998,199.99099999999999,172.173,198.56099999999998,77.78176470588237,92.05605555555552,139.64535483870966,54.93195652173913,148.32484615384618,62.60126315789473,runtime_ham6,199.99099999999999,runtime_ham9,198.56099999999998,runtime_ham10,180.55599999999998
79,199.99099999999999,199.99599999999998,192.916,199.99099999999999,199.995,168.804,77.78176470588237,92.05605555555552,139.64535483870966,91.99770386266097,148.32484615384618,62.60126315789473,runtime_ham9,168.804,runtime_ham10,199.99099999999999,runtime_ham6,199.99099999999999
80,199.993,148.833,199.99599999999998,94.215,199.995,86.245,77.78176470588237,92.05605555555552,139.64535483870966,54.93195652173913,148.32484615384618,62.60126315789473,runtime_ham6,94.215,runtime_ham9,86.245,runtime_ham10,199.993
81,180.752,4.61,2.772,66.767,20.480999999999998,15.849,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,2.772,runtime_ham8,20.480999999999998,runtime_ham6,66.767
82,199.993,199.99200000000002,5.916,28.237,0.904,199.99200000000002,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,5.916,runtime_ham8,0.904,runtime_ham6,28.237
83,199.99200000000002,6.064,15.716,146.541,9.097999999999999,43.604,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,15.716,runtime_ham8,9.097999999999999,runtime_ham6,146.541
84,199.99400000000003,199.993,2.9219999999999997,199.99,20.412,126.68,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,2.9219999999999997,runtime_ham8,20.412,runtime_ham6,199.99
85,199.99,103.92299999999999,5.056,21.355,9.065,50.118,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,5.056,runtime_ham8,9.065,runtime_ham6,21.355
86,134.81799999999998,100.794,20.061,2.497,17.453,124.876,174.40425806451614,92.05605555555552,39.62383529411765,91.99770386266097,47.60808235294119,97.28607031249997,runtime_ham4,20.061,runtime_ham8,17.453,runtime_ham6,2.497
87,135.19,70.493,20.108,2.509,17.277,126.139,174.40425806451614,92.05605555555552,39.62383529411765,91.99770386266097,47.60808235294119,97.28607031249997,runtime_ham4,20.108,runtime_ham8,17.277,runtime_ham6,2.509
88,29.406,179.47099999999998,11.380999999999998,27.4,13.824000000000002,8.019,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,11.380999999999998,runtime_ham8,13.824000000000002,runtime_ham6,27.4
89,121.876,18.717,87.64,31.443,39.455,26.147,174.40425806451614,92.05605555555552,39.62383529411765,91.99770386266097,47.60808235294119,97.28607031249997,runtime_ham4,87.64,runtime_ham8,39.455,runtime_ham6,31.443
90,199.99400000000003,199.99599999999998,199.99599999999998,199.989,199.99400000000003,199.982,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,199.99599999999998,runtime_ham8,199.99400000000003,runtime_ham6,199.989
91,199.989,85.152,15.58,133.77200000000002,2.238,1.804,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,15.58,runtime_ham8,2.238,runtime_ham6,133.77200000000002
92,53.852,199.99099999999999,14.929,30.47,5.2139999999999995,25.011999999999997,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,14.929,runtime_ham8,5.2139999999999995,runtime_ham6,30.47
93,37.398,199.99400000000003,9.854,199.99400000000003,44.07,199.99200000000002,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,9.854,runtime_ham8,44.07,runtime_ham6,199.99400000000003
94,152.881,6.478,6.522,4.067,23.339000000000002,151.202,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,6.522,runtime_ham8,23.339000000000002,runtime_ham6,4.067
95,3.8089999999999997,12.47,30.43,70.47,37.72,132.431,109.8988783783784,92.05605555555552,39.62383529411765,54.93195652173913,47.60808235294119,62.60126315789473,runtime_ham4,30.43,runtime_ham8,37.72,runtime_ham6,70.47
