num_of_nodes,num_of_edges,ratio_node_edge,bi_edge,ratio_bi_edge,min_out_degree,max_out_degree,avg_out_degree,min_in_degree,max_in_degree,avg_in_degree,num_of_odd_out_degree,ratio_of_odd_out_degree,num_of_even_out_degree,ratio_of_even_out_degree,num_of_odd_in_degree,ratio_of_odd_in_degree,num_of_even_in_degree,ratio_of_even_in_degree,num_of_odd_degree,ratio_of_odd_degree,num_of_even_degree,ratio_of_even_degree,out_degree_less_than_3,ratio_out_degree_less_than_3,in_degree_less_than_3,ratio_in_degree_less_than_3,degree_less_than_3,ratio_degree_less_than_3,dfs_1st_back_depth,sum_of_choices_along_path,depth_avg_DFS_backjump,depth_back_to_root,depth_back_to_any,depth_one_path,min_depth_bfs,max_depth_bfs,avg_depth_bfs,min_depth_beam,max_depth_beam,avg_depth_beam,runtime_ham10,runtime_ham2,runtime_ham4,runtime_ham6,runtime_ham8,runtime_ham9,Oracle
192.0,674.0,0.2849,638.0,0.9466,1.0,4.0,3.5104,1.0,4.0,3.5104,74.0,0.3854,118.0,0.6146,76.0,0.3958,116.0,0.6042,60.0,0.3125,132.0,0.6875,10.0,0.0521,9.0,0.0469,0.0,0.0,3.0,12.0,94.1333,2.0,2.0,20.0,3.0,26.0,16.5417,3.0,26.0,16.4,199.983,199.99400000000003,199.99599999999998,199.99200000000002,39.601,126.03200000000001,39.601
192.0,674.0,0.2849,636.0,0.9436,2.0,4.0,3.5104,1.0,4.0,3.5104,66.0,0.3438,126.0,0.6563,72.0,0.375,120.0,0.625,60.0,0.3125,132.0,0.6875,14.0,0.0729,11.0,0.0573,0.0,0.0,1.0,4.0,85.1818,2.0,2.0,1.0,3.0,26.0,14.5455,3.0,26.0,15.8,199.987,197.072,15.385,31.601999999999997,57.832,5.337000000000001,5.337000000000001
192.0,674.0,0.2849,638.0,0.9466,1.0,4.0,3.5104,2.0,4.0,3.5104,62.0,0.3229,130.0,0.6771,70.0,0.3646,122.0,0.6354,48.0,0.25,144.0,0.75,16.0,0.0833,12.0,0.0625,0.0,0.0,2.0,8.0,98.0,2.0,2.0,17.0,6.0,26.0,16.6538,6.0,26.0,16.6538,199.987,199.993,17.366,199.988,27.673000000000002,199.995,17.366
192.0,672.0,0.2857,632.0,0.9405,1.0,4.0,3.5,1.0,4.0,3.5,70.0,0.3646,122.0,0.6354,74.0,0.3854,118.0,0.6146,58.0,0.3021,134.0,0.6979,13.0,0.0677,11.0,0.0573,0.0,0.0,4.0,15.0,91.2727,2.0,2.0,10.0,6.0,26.0,16.2059,6.0,26.0,16.2727,199.99200000000002,199.99400000000003,22.319000000000003,19.464000000000002,100.87299999999999,161.032,19.464000000000002
192.0,672.0,0.2857,632.0,0.9405,2.0,4.0,3.5,2.0,4.0,3.5,68.0,0.3542,124.0,0.6458,68.0,0.3542,124.0,0.6458,64.0,0.3333,128.0,0.6667,14.0,0.0729,14.0,0.0729,0.0,0.0,1.0,5.0,85.6667,2.0,2.0,14.0,4.0,26.0,15.4571,4.0,26.0,15.4571,199.993,105.448,71.584,199.99400000000003,27.62,78.64399999999999,27.62
176.0,607.0,0.29,568.0,0.9357,1.0,4.0,3.4489,0.0,4.0,3.4489,67.0,0.3807,109.0,0.6193,67.0,0.3807,109.0,0.6193,58.0,0.3295,118.0,0.6705,15.0,0.0852,14.0,0.0795,1.0,0.0057,1.0,5.0,75.8333,14.0,3.0,1.0,4.0,24.0,15.4,4.0,24.0,14.0476,0.004,0.004,0.002,0.004,0.002,0.002,0.002
176.0,607.0,0.29,570.0,0.9390000000000001,1.0,4.0,3.4489,0.0,4.0,3.4489,59.0,0.3352,117.0,0.6648,69.0,0.392,107.0,0.608,54.0,0.3068,122.0,0.6932,19.0,0.10800000000000001,13.0,0.0739,1.0,0.0057,2.0,7.0,80.0833,132.0,3.0,3.0,6.0,24.0,15.3333,6.0,24.0,15.3333,0.004,0.004,0.002,0.004,0.002,0.004,0.002
176.0,607.0,0.29,566.0,0.9325,1.0,4.0,3.4489,1.0,4.0,3.4489,61.0,0.3466,115.0,0.6534,69.0,0.392,107.0,0.608,58.0,0.3295,118.0,0.6705,18.0,0.1023,14.0,0.0795,0.0,0.0,14.0,48.0,89.2727,20.0,3.0,1.0,6.0,24.0,15.52,6.0,24.0,15.52,106.20200000000001,3.213,7.197,8.705,1.2229999999999999,9.773,1.2229999999999999
192.0,670.0,0.2866,632.0,0.9433,1.0,4.0,3.4896,1.0,4.0,3.4896,66.0,0.3438,126.0,0.6563,66.0,0.3438,126.0,0.6563,60.0,0.3125,132.0,0.6875,16.0,0.0833,16.0,0.0833,0.0,0.0,4.0,13.0,84.8333,2.0,2.0,17.0,3.0,26.0,13.3939,3.0,26.0,14.7857,179.092,167.574,3.4530000000000003,3.304,22.644000000000002,0.777,0.777
192.0,668.0,0.2874,626.0,0.9371,2.0,4.0,3.4792,2.0,4.0,3.4792,60.0,0.3125,132.0,0.6875,72.0,0.375,120.0,0.625,62.0,0.3229,130.0,0.6771,20.0,0.1042,14.0,0.0729,0.0,0.0,12.0,45.0,99.75,2.0,2.0,13.0,5.0,26.0,15.6923,5.0,26.0,16.4583,130.244,0.287,4.055,10.344000000000001,16.635,17.63,0.287
192.0,708.0,0.2712,704.0,0.9944,2.0,4.0,3.6875,2.0,4.0,3.6875,48.0,0.25,144.0,0.75,52.0,0.2708,140.0,0.7292,8.0,0.0417,184.0,0.9583,6.0,0.0313,4.0,0.0208,0.0,0.0,4.0,15.0,96.3333,2.0,2.0,17.0,11.0,26.0,18.2941,11.0,26.0,18.2941,199.99,199.995,86.242,199.99200000000002,122.262,199.995,86.242
192.0,708.0,0.2712,704.0,0.9944,2.0,4.0,3.6875,2.0,4.0,3.6875,50.0,0.2604,142.0,0.7396,52.0,0.2708,140.0,0.7292,8.0,0.0417,184.0,0.9583,5.0,0.026000000000000002,4.0,0.0208,0.0,0.0,1.0,5.0,95.6,2.0,2.0,17.0,11.0,26.0,17.8889,11.0,26.0,17.8889,199.99099999999999,199.995,13.404000000000002,199.99200000000002,37.751,64.471,13.404000000000002
192.0,708.0,0.2712,704.0,0.9944,2.0,4.0,3.6875,2.0,4.0,3.6875,50.0,0.2604,142.0,0.7396,50.0,0.2604,142.0,0.7396,6.0,0.0313,186.0,0.9688,5.0,0.026000000000000002,5.0,0.026000000000000002,0.0,0.0,3.0,12.0,108.7143,2.0,2.0,17.0,11.0,26.0,18.2941,11.0,26.0,18.2941,199.989,199.995,3.002,29.148000000000003,27.695999999999998,199.99599999999998,3.002
192.0,664.0,0.2892,618.0,0.9307,1.0,4.0,3.4583,2.0,4.0,3.4583,68.0,0.3542,124.0,0.6458,84.0,0.4375,108.0,0.5625,60.0,0.3125,132.0,0.6875,18.0,0.0938,10.0,0.0521,0.0,0.0,2.0,7.0,103.5333,2.0,2.0,14.0,2.0,26.0,15.5172,2.0,26.0,16.4138,185.65400000000002,199.99599999999998,199.995,9.386000000000001,56.715,34.539,9.386000000000001
192.0,664.0,0.2892,616.0,0.9277,1.0,4.0,3.4583,2.0,4.0,3.4583,74.0,0.3854,118.0,0.6146,78.0,0.4063,114.0,0.5938,62.0,0.3229,130.0,0.6771,15.0,0.0781,13.0,0.0677,0.0,0.0,1.0,4.0,104.7778,2.0,2.0,3.0,7.0,26.0,16.3103,9.0,26.0,16.6333,73.586,199.958,54.762,69.065,27.198,129.483,27.198
192.0,652.0,0.2945,600.0,0.9202,1.0,4.0,3.3958,1.0,4.0,3.3958,88.0,0.4583,104.0,0.5417,74.0,0.3854,118.0,0.6146,64.0,0.3333,128.0,0.6667,14.0,0.0729,21.0,0.1094,0.0,0.0,2.0,7.0,88.2857,2.0,2.0,12.0,5.0,26.0,15.4444,5.0,26.0,15.6857,199.993,41.032,199.99599999999998,24.854,199.995,43.843999999999994,24.854
192.0,706.0,0.272,700.0,0.9915,2.0,4.0,3.6771,1.0,4.0,3.6771,50.0,0.2604,142.0,0.7396,54.0,0.2813,138.0,0.7188,12.0,0.0625,180.0,0.9375,6.0,0.0313,4.0,0.0208,0.0,0.0,1.0,5.0,108.2857,2.0,2.0,17.0,11.0,26.0,18.2941,11.0,26.0,18.2941,70.095,199.99599999999998,35.751,199.99200000000002,15.205,29.232,15.205
176.0,587.0,0.2998,532.0,0.9063,1.0,4.0,3.3352,2.0,4.0,3.3352,63.0,0.358,113.0,0.642,75.0,0.4261,101.0,0.5739,66.0,0.375,110.0,0.625,27.0,0.1534,21.0,0.1193,0.0,0.0,3.0,12.0,71.8125,2.0,2.0,11.0,5.0,24.0,15.7879,5.0,24.0,16.6571,37.042,43.27,71.543,23.891,199.995,24.329,23.891
176.0,587.0,0.2998,532.0,0.9063,1.0,4.0,3.3352,1.0,4.0,3.3352,63.0,0.358,113.0,0.642,67.0,0.3807,109.0,0.6193,66.0,0.375,110.0,0.625,27.0,0.1534,25.0,0.142,1.0,0.0057,5.0,19.0,79.8824,2.0,2.0,17.0,5.0,24.0,14.5313,5.0,24.0,14.9333,30.778000000000002,55.63,70.237,24.971999999999998,67.949,42.533,24.971999999999998
176.0,587.0,0.2998,536.0,0.9131,1.0,4.0,3.3352,1.0,4.0,3.3352,77.0,0.4375,99.0,0.5625,65.0,0.3693,111.0,0.6307,60.0,0.3409,116.0,0.6591,20.0,0.1136,26.0,0.1477,0.0,0.0,1.0,5.0,74.6111,2.0,2.0,8.0,6.0,24.0,15.6429,6.0,24.0,15.6429,50.038000000000004,100.397,80.024,54.273,81.094,64.79899999999999,50.038000000000004
192.0,650.0,0.2954,596.0,0.9169,1.0,4.0,3.3854,1.0,4.0,3.3854,80.0,0.4167,112.0,0.5833,68.0,0.3542,124.0,0.6458,74.0,0.3854,118.0,0.6146,19.0,0.099,25.0,0.1302,0.0,0.0,1.0,5.0,94.3846,2.0,2.0,3.0,3.0,26.0,16.6053,3.0,26.0,16.5897,199.99099999999999,199.99400000000003,199.995,145.423,199.99200000000002,138.707,138.707
176.0,577.0,0.305,510.0,0.8839,1.0,4.0,3.2784,1.0,4.0,3.2784,81.0,0.4602,95.0,0.5398,75.0,0.4261,101.0,0.5739,60.0,0.3409,116.0,0.6591,23.0,0.1307,26.0,0.1477,0.0,0.0,2.0,9.0,69.6316,2.0,2.0,12.0,3.0,24.0,15.5152,3.0,24.0,15.5152,31.361,45.155,96.022,95.38600000000001,88.302,43.528999999999996,31.361
176.0,577.0,0.305,512.0,0.8873,1.0,4.0,3.2784,1.0,4.0,3.2784,71.0,0.4034,105.0,0.5966,75.0,0.4261,101.0,0.5739,76.0,0.4318,100.0,0.5682,28.0,0.1591,26.0,0.1477,1.0,0.0057,1.0,5.0,72.3889,2.0,2.0,6.0,4.0,24.0,14.6667,4.0,24.0,14.5882,33.834,62.967,62.303000000000004,32.297,75.203,20.511,20.511
144.0,512.0,0.2813,496.0,0.9688,1.0,4.0,3.5556,2.0,4.0,3.5556,42.0,0.2917,102.0,0.7083,42.0,0.2917,102.0,0.7083,24.0,0.1667,120.0,0.8333,11.0,0.0764,11.0,0.0764,0.0,0.0,2.0,9.0,62.0,2.0,2.0,13.0,7.0,22.0,14.8125,7.0,22.0,14.8125,130.799,106.435,0.937,6.9510000000000005,0.061,13.459000000000001,0.061
144.0,512.0,0.2813,496.0,0.9688,2.0,4.0,3.5556,2.0,4.0,3.5556,48.0,0.3333,96.0,0.6667,42.0,0.2917,102.0,0.7083,28.0,0.1944,116.0,0.8056,8.0,0.0556,11.0,0.0764,0.0,0.0,1.0,5.0,71.375,2.0,2.0,13.0,1.0,22.0,12.8,1.0,22.0,14.75,105.12899999999999,0.065,1.8869999999999998,19.698,5.265,15.008,0.065
189.0,907.0,0.2084,812.0,0.8953,2.0,6.0,4.7989,2.0,6.0,4.7989,65.0,0.3439,124.0,0.6561,63.0,0.3333,126.0,0.6667,76.0,0.4021,113.0,0.5979,5.0,0.0265,6.0,0.0317,0.0,0.0,3.0,14.0,102.7,2.0,2.0,15.0,3.0,19.0,14.359000000000002,3.0,19.0,14.359000000000002,67.01,8.697000000000001,1.13,2.5269999999999997,7.93,1.031,1.031
189.0,907.0,0.2084,812.0,0.8953,2.0,6.0,4.7989,1.0,6.0,4.7989,79.0,0.418,110.0,0.5820000000000001,71.0,0.3757,118.0,0.6243,98.0,0.5185,91.0,0.4815,6.0,0.0317,4.0,0.0212,0.0,0.0,11.0,51.0,101.3077,3.0,3.0,9.0,3.0,19.0,14.8286,3.0,19.0,15.1176,42.873999999999995,0.831,199.995,7.175,19.765,11.847000000000001,0.831
189.0,907.0,0.2084,822.0,0.9063,1.0,6.0,4.7989,1.0,6.0,4.7989,73.0,0.3862,116.0,0.6138,69.0,0.3651,120.0,0.6349,92.0,0.4868,97.0,0.5132,4.0,0.0212,6.0,0.0317,0.0,0.0,4.0,19.0,108.4545,2.0,2.0,4.0,3.0,19.0,14.5581,3.0,19.0,14.5581,124.086,139.077,8.049,0.308,13.847999999999999,0.126,0.126
190.0,1025.0,0.1854,1024.0,0.9990000000000001,2.0,6.0,5.3947,2.0,6.0,5.3947,1.0,0.0053,189.0,0.9947,1.0,0.0053,189.0,0.9947,2.0,0.0105,188.0,0.9895,3.0,0.0158,3.0,0.0158,0.0,0.0,1.0,6.0,105.8333,2.0,2.0,23.0,18.0,18.0,18.0,18.0,18.0,18.0,199.99099999999999,0.196,34.365,0.11599999999999999,34.177,0.032,0.032
189.0,897.0,0.2107,794.0,0.8852,2.0,6.0,4.746,1.0,6.0,4.746,63.0,0.3333,126.0,0.6667,77.0,0.4074,112.0,0.5926,90.0,0.4762,99.0,0.5238,8.0,0.0423,5.0,0.0265,0.0,0.0,1.0,5.0,102.9,2.0,2.0,2.0,3.0,20.0,13.814,3.0,20.0,15.1707,40.02,56.051,199.99599999999998,8.712,33.796,133.47899999999998,8.712
189.0,997.0,0.1896,986.0,0.9890000000000001,2.0,6.0,5.2751,2.0,6.0,5.2751,11.0,0.0582,178.0,0.9418,11.0,0.0582,178.0,0.9418,20.0,0.1058,169.0,0.8942,3.0,0.0159,3.0,0.0159,0.0,0.0,1.0,6.0,94.2222,2.0,2.0,18.0,3.0,18.0,15.0,3.0,18.0,15.0,121.208,1.444,24.204,199.99400000000003,41.85,0.938,0.938
190.0,1025.0,0.1854,1024.0,0.9990000000000001,2.0,6.0,5.3947,2.0,6.0,5.3947,1.0,0.0053,189.0,0.9947,1.0,0.0053,189.0,0.9947,2.0,0.0105,188.0,0.9895,3.0,0.0158,3.0,0.0158,0.0,0.0,2.0,10.0,108.2,2.0,2.0,23.0,18.0,18.0,18.0,18.0,18.0,18.0,199.99200000000002,199.99400000000003,7.111000000000001,117.655,7.127999999999999,2.8339999999999996,2.8339999999999996
189.0,887.0,0.2131,780.0,0.8794,2.0,6.0,4.6931,1.0,6.0,4.6931,63.0,0.3333,126.0,0.6667,79.0,0.418,110.0,0.5820000000000001,86.0,0.455,103.0,0.545,9.0,0.0476,7.0,0.037000000000000005,0.0,0.0,2.0,10.0,104.2308,2.0,2.0,14.0,2.0,20.0,13.9535,2.0,20.0,14.0667,48.793,29.651999999999997,199.995,1.546,199.99400000000003,94.5,1.546
189.0,877.0,0.2155,764.0,0.8712,1.0,6.0,4.6402,1.0,6.0,4.6402,87.0,0.4603,102.0,0.5397,67.0,0.3545,122.0,0.6455,102.0,0.5397,87.0,0.4603,9.0,0.0476,9.0,0.0476,0.0,0.0,2.0,10.0,93.6,3.0,3.0,4.0,2.0,21.0,14.3469,2.0,21.0,15.0,53.628,67.009,199.995,8.58,199.99400000000003,8.383,8.383
189.0,877.0,0.2155,766.0,0.8734,2.0,6.0,4.6402,2.0,6.0,4.6402,69.0,0.3651,120.0,0.6349,71.0,0.3757,118.0,0.6243,78.0,0.4127,111.0,0.5873,10.0,0.0529,7.0,0.037000000000000005,0.0,0.0,2.0,12.0,88.1667,2.0,2.0,4.0,4.0,20.0,15.1,4.0,21.0,15.0204,47.925,1.1640000000000001,199.995,0.6459999999999999,199.97299999999998,0.22699999999999998,0.22699999999999998
189.0,867.0,0.218,746.0,0.8604,1.0,6.0,4.5873,2.0,6.0,4.5873,83.0,0.4392,106.0,0.5608,83.0,0.4392,106.0,0.5608,88.0,0.4656,101.0,0.5344,10.0,0.0529,7.0,0.037000000000000005,0.0,0.0,1.0,6.0,89.0,2.0,2.0,14.0,3.0,19.0,14.2292,3.0,20.0,14.1702,97.383,13.112,199.995,62.268,199.993,0.12300000000000001,0.12300000000000001
189.0,867.0,0.218,748.0,0.8627,1.0,6.0,4.5873,1.0,6.0,4.5873,65.0,0.3439,124.0,0.6561,75.0,0.3968,114.0,0.6032,76.0,0.4021,113.0,0.5979,14.0,0.0741,7.0,0.037000000000000005,0.0,0.0,1.0,5.0,106.4667,2.0,2.0,6.0,3.0,21.0,14.4222,3.0,22.0,15.6222,199.99099999999999,15.517999999999999,199.995,15.427999999999999,199.947,64.689,15.427999999999999
189.0,857.0,0.2205,728.0,0.8495,1.0,6.0,4.5344,2.0,6.0,4.5344,87.0,0.4603,102.0,0.5397,75.0,0.3968,114.0,0.6032,102.0,0.5397,87.0,0.4603,7.0,0.037000000000000005,10.0,0.0529,0.0,0.0,7.0,31.0,85.7778,2.0,2.0,19.0,4.0,21.0,14.5741,4.0,21.0,14.6792,66.885,199.993,199.99599999999998,57.678999999999995,199.99,199.995,57.678999999999995
189.0,847.0,0.2231,712.0,0.8406,2.0,6.0,4.4815,1.0,6.0,4.4815,85.0,0.4497,104.0,0.5503,79.0,0.418,110.0,0.5820000000000001,90.0,0.4762,99.0,0.5238,5.0,0.0265,13.0,0.0688,0.0,0.0,5.0,21.0,90.9412,2.0,2.0,2.0,1.0,21.0,14.9348,1.0,21.0,15.2895,73.874,1.6369999999999998,199.995,55.534,199.995,1.1740000000000002,1.1740000000000002
190.0,1009.0,0.1883,992.0,0.9832,2.0,6.0,5.3105,2.0,6.0,5.3105,17.0,0.0895,173.0,0.9105,17.0,0.0895,173.0,0.9105,22.0,0.1158,168.0,0.8842,3.0,0.0158,3.0,0.0158,0.0,0.0,2.0,10.0,106.5,2.0,2.0,23.0,18.0,18.0,18.0,18.0,18.0,18.0,0.027999999999999997,0.265,199.995,0.17,199.995,88.87100000000001,0.027999999999999997
189.0,837.0,0.2258,690.0,0.8244,2.0,6.0,4.4286,1.0,6.0,4.4286,77.0,0.4074,112.0,0.5926,77.0,0.4074,112.0,0.5926,86.0,0.455,103.0,0.545,17.0,0.0899,13.0,0.0688,0.0,0.0,4.0,14.0,88.6111,2.0,2.0,4.0,4.0,19.0,14.5333,4.0,20.0,15.12,30.035999999999998,53.397,199.99599999999998,20.272000000000002,199.988,23.738000000000003,20.272000000000002
189.0,1007.0,0.1877,1006.0,0.9990000000000001,2.0,6.0,5.327999999999999,2.0,6.0,5.327999999999999,1.0,0.0053,188.0,0.9947,1.0,0.0053,188.0,0.9947,2.0,0.0106,187.0,0.9894,3.0,0.0159,3.0,0.0159,0.0,0.0,12.0,64.0,89.8333,2.0,2.0,18.0,3.0,18.0,15.7391,3.0,18.0,15.7391,106.725,0.41200000000000003,14.343,140.716,2.085,199.99599999999998,0.41200000000000003
189.0,987.0,0.1915,968.0,0.9807,2.0,6.0,5.2222,2.0,6.0,5.2222,19.0,0.1005,170.0,0.8995,21.0,0.1111,168.0,0.8889,34.0,0.1799,155.0,0.8201,3.0,0.0159,3.0,0.0159,0.0,0.0,1.0,6.0,77.8571,2.0,2.0,18.0,3.0,19.0,14.8214,3.0,19.0,14.8214,167.832,199.993,1.122,0.055999999999999994,16.045,199.99599999999998,0.055999999999999994
189.0,787.0,0.2402,624.0,0.7929,1.0,6.0,4.164,1.0,6.0,4.164,89.0,0.4709,100.0,0.5291,89.0,0.4709,100.0,0.5291,100.0,0.5291,89.0,0.4709,17.0,0.0899,19.0,0.1005,0.0,0.0,7.0,26.0,64.9333,2.0,2.0,2.0,2.0,21.0,13.7,2.0,21.0,13.7931,55.343999999999994,11.401,199.99599999999998,79.029,199.987,3.43,3.43
190.0,1001.0,0.1898,976.0,0.975,1.0,6.0,5.2684,2.0,6.0,5.2684,23.0,0.1211,167.0,0.8789,23.0,0.1211,167.0,0.8789,42.0,0.2211,148.0,0.7789,3.0,0.0158,3.0,0.0158,0.0,0.0,1.0,6.0,94.625,2.0,2.0,23.0,17.0,18.0,17.95,17.0,18.0,17.95,0.843,0.085,49.123999999999995,52.281000000000006,74.47,0.11699999999999999,0.085
189.0,977.0,0.1934,946.0,0.9683,2.0,6.0,5.1693,2.0,6.0,5.1693,29.0,0.1534,160.0,0.8466,29.0,0.1534,160.0,0.8466,48.0,0.254,141.0,0.746,3.0,0.0159,4.0,0.0212,0.0,0.0,1.0,6.0,90.0,2.0,2.0,22.0,3.0,18.0,15.72,3.0,18.0,15.72,39.272,199.993,31.366999999999997,0.40399999999999997,54.637,8.943999999999999,0.40399999999999997
190.0,977.0,0.1945,930.0,0.9519,2.0,6.0,5.1421,2.0,6.0,5.1421,41.0,0.2158,149.0,0.7842,39.0,0.2053,151.0,0.7947,56.0,0.2947,134.0,0.7053,5.0,0.0263,3.0,0.0158,0.0,0.0,4.0,21.0,97.4,2.0,2.0,17.0,2.0,19.0,15.4848,2.0,19.0,15.4848,3.293,56.836999999999996,1.874,16.288,39.108000000000004,199.99599999999998,1.874
190.0,977.0,0.1945,928.0,0.9498,2.0,6.0,5.1421,1.0,6.0,5.1421,37.0,0.1947,153.0,0.8053,29.0,0.1526,161.0,0.8474,56.0,0.2947,134.0,0.7053,3.0,0.0158,5.0,0.0263,0.0,0.0,1.0,6.0,96.1111,2.0,2.0,7.0,2.0,19.0,15.76,2.0,19.0,15.9231,199.99099999999999,199.942,199.995,199.993,199.989,5.265,5.265
189.0,957.0,0.1975,908.0,0.9488,1.0,6.0,5.0635,2.0,6.0,5.0635,37.0,0.1958,152.0,0.8042,33.0,0.1746,156.0,0.8254,60.0,0.3175,129.0,0.6825,5.0,0.0265,5.0,0.0265,0.0,0.0,1.0,5.0,99.4545,2.0,2.0,15.0,3.0,19.0,14.3,5.0,20.0,15.7895,63.318999999999996,199.99200000000002,199.995,0.243,0.81,29.826999999999998,0.243
189.0,957.0,0.1975,910.0,0.9509,2.0,6.0,5.0635,2.0,6.0,5.0635,41.0,0.2169,148.0,0.7831,41.0,0.2169,148.0,0.7831,68.0,0.3598,121.0,0.6402,5.0,0.0265,3.0,0.0159,0.0,0.0,1.0,6.0,100.4,2.0,2.0,9.0,2.0,19.0,14.5862,2.0,19.0,14.1707,95.19200000000001,199.993,4.5169999999999995,199.993,199.989,3.2760000000000002,3.2760000000000002
189.0,957.0,0.1975,908.0,0.9488,2.0,6.0,5.0635,2.0,6.0,5.0635,39.0,0.2063,150.0,0.7937,41.0,0.2169,148.0,0.7831,62.0,0.32799999999999996,127.0,0.672,5.0,0.0265,3.0,0.0159,0.0,0.0,3.0,16.0,90.5,2.0,2.0,14.0,3.0,18.0,15.25,3.0,18.0,15.25,105.416,199.99,7.6129999999999995,1.32,48.669,0.087,0.087
189.0,957.0,0.1975,906.0,0.9467,2.0,6.0,5.0635,2.0,6.0,5.0635,39.0,0.2063,150.0,0.7937,47.0,0.2487,142.0,0.7513,68.0,0.3598,121.0,0.6402,6.0,0.0317,4.0,0.0212,0.0,0.0,2.0,10.0,94.5556,2.0,2.0,13.0,3.0,19.0,15.0645,3.0,19.0,15.0645,156.507,131.435,6.032,0.096,27.136999999999997,0.193,0.096
189.0,957.0,0.1975,912.0,0.953,2.0,6.0,5.0635,2.0,6.0,5.0635,45.0,0.2381,144.0,0.7619,33.0,0.1746,156.0,0.8254,62.0,0.32799999999999996,127.0,0.672,3.0,0.0159,4.0,0.0212,0.0,0.0,1.0,6.0,97.3,2.0,2.0,15.0,3.0,19.0,15.8,3.0,20.0,15.0263,117.681,144.776,5.444,0.23199999999999998,22.948,48.731,0.23199999999999998
190.0,969.0,0.1961,918.0,0.9474,1.0,6.0,5.1,2.0,6.0,5.1,43.0,0.2263,147.0,0.7737,39.0,0.2053,151.0,0.7947,68.0,0.3579,122.0,0.6421,3.0,0.0158,5.0,0.0263,0.0,0.0,8.0,44.0,121.0,2.0,2.0,16.0,7.0,19.0,16.6667,4.0,19.0,17.08,0.21100000000000002,199.993,0.166,0.991,9.655,199.995,0.166
190.0,961.0,0.1977,898.0,0.9344,2.0,6.0,5.0579,2.0,6.0,5.0579,49.0,0.2579,141.0,0.7421,49.0,0.2579,141.0,0.7421,78.0,0.4105,112.0,0.5895,3.0,0.0158,4.0,0.0211,0.0,0.0,1.0,6.0,103.2,2.0,2.0,4.0,10.0,19.0,16.7931,3.0,19.0,16.2581,199.993,199.995,69.726,14.241,128.165,34.150999999999996,14.241
190.0,961.0,0.1977,900.0,0.9365,2.0,6.0,5.0579,2.0,6.0,5.0579,55.0,0.2895,135.0,0.7105,61.0,0.3211,129.0,0.6789,74.0,0.3895,116.0,0.6105,3.0,0.0158,4.0,0.0211,0.0,0.0,2.0,10.0,86.1111,2.0,2.0,31.0,6.0,19.0,16.4,6.0,19.0,16.4,0.904,0.29,29.95,0.223,1.564,199.995,0.223
189.0,937.0,0.2017,874.0,0.9328,2.0,6.0,4.9577,2.0,6.0,4.9577,53.0,0.2804,136.0,0.7196,57.0,0.3016,132.0,0.6984,76.0,0.4021,113.0,0.5979,3.0,0.0159,4.0,0.0212,0.0,0.0,1.0,5.0,96.0,2.0,2.0,2.0,1.0,19.0,14.931,1.0,19.0,14.931,133.09799999999998,9.871,199.995,7.707000000000001,199.989,0.247,0.247
189.0,937.0,0.2017,872.0,0.9306,2.0,6.0,4.9577,2.0,6.0,4.9577,51.0,0.2698,138.0,0.7302,59.0,0.3122,130.0,0.6878,72.0,0.381,117.0,0.619,5.0,0.0265,4.0,0.0212,0.0,0.0,1.0,5.0,94.4375,2.0,2.0,16.0,3.0,19.0,15.25,3.0,19.0,15.25,73.513,199.972,4.399,199.99099999999999,199.99099999999999,199.99599999999998,4.399
190.0,953.0,0.1994,880.0,0.9234,1.0,6.0,5.0158,2.0,6.0,5.0158,53.0,0.2789,137.0,0.7211,49.0,0.2579,141.0,0.7421,76.0,0.4,114.0,0.6,3.0,0.0158,9.0,0.0474,0.0,0.0,3.0,12.0,105.5455,2.0,2.0,4.0,3.0,19.0,15.4688,5.0,21.0,15.8182,1.21,199.993,4.931,15.503,46.395,164.425,1.21
190.0,953.0,0.1994,888.0,0.9318,2.0,6.0,5.0158,2.0,6.0,5.0158,47.0,0.2474,143.0,0.7526,47.0,0.2474,143.0,0.7526,74.0,0.3895,116.0,0.6105,5.0,0.0263,3.0,0.0158,0.0,0.0,3.0,16.0,110.7273,2.0,2.0,23.0,5.0,19.0,15.9375,5.0,19.0,16.1667,199.99400000000003,16.778,199.99599999999998,56.256,8.315,0.23199999999999998,0.23199999999999998
190.0,945.0,0.2011,876.0,0.927,2.0,6.0,4.9737,1.0,6.0,4.9737,47.0,0.2474,143.0,0.7526,53.0,0.2789,137.0,0.7211,76.0,0.4,114.0,0.6,5.0,0.0263,5.0,0.0263,0.0,0.0,6.0,25.0,112.9231,2.0,2.0,2.0,7.0,19.0,15.3889,7.0,20.0,15.4,10.241,199.99099999999999,17.282,199.99099999999999,35.719,7.069,7.069
189.0,927.0,0.2039,856.0,0.9234,2.0,6.0,4.9048,2.0,6.0,4.9048,65.0,0.3439,124.0,0.6561,63.0,0.3333,126.0,0.6667,88.0,0.4656,101.0,0.5344,3.0,0.0159,5.0,0.0265,0.0,0.0,4.0,19.0,92.25,2.0,2.0,4.0,3.0,20.0,14.9444,3.0,20.0,14.9444,77.824,199.99200000000002,6.5489999999999995,199.99200000000002,7.085,22.046,6.5489999999999995
